date,adm_level,adm_id,state,n_pixels,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq,r1q,r3q,version
11/02/2023,1,1894,Melaka,9,110.333336,60.64074,427.22223,197.4,963.33325,689.4482,175.70389,213.54854,139.43924,final
21/02/2023,1,1894,Melaka,9,75.44444,57.477776,351.55554,178.84814,908.7778,644.93335,128.7569,193.94025,140.59561,final
01/03/2023,1,1894,Melaka,9,163.88889,64.35555,349.66666,182.47408,961.1111,625.4667,243.5117,189.1817,153.23746,final
11/03/2023,1,1894,Melaka,9,41.88889,67.422226,281.22223,189.25555,844.1111,616.1222,64.74378,147.34314,136.70596,final
21/03/2023,1,1894,Melaka,9,52.666668,105.022224,258.44443,236.8,859.2222,628.36664,52.413654,108.95138,136.44897,final
01/04/2023,1,1894,Melaka,9,71.44444,87.91482,166,260.35925,873.889,642.36664,82.27369,64.44094,135.76372,final
11/04/2023,1,1894,Melaka,9,58,83.54074,182.11111,276.47778,890.5556,663.1333,71.15368,66.474556,134.03847,final
21/04/2023,1,1894,Melaka,9,75.44444,101.5963,204.88889,273.05185,814.889,688.7,75.466446,75.48552,118.190704,final
01/05/2023,1,1894,Melaka,9,62.22222,69.118515,195.66666,254.25555,711.3333,697.08887,90.69559,77.4011,102.02887,final
11/05/2023,1,1894,Melaka,9,61.444443,67.18519,199.1111,237.9,662.44446,703.6333,92.047195,84.03092,94.18756,final
21/05/2023,1,1894,Melaka,9,49,65.92593,172.66666,202.22963,636,712.0815,76.13577,85.73419,89.39012,final
01/06/2023,1,1894,Melaka,9,66.333336,53.974075,176.77777,187.08519,538.44446,701.7,120.957115,94.633934,76.89889,final
11/06/2023,1,1894,Melaka,9,31.222221,37.377777,146.55556,157.27777,527.7778,671.6556,85.47457,93.39268,78.736916,final
21/06/2023,1,1894,Melaka,9,58.77778,44.51852,156.33334,135.87038,533.8889,611.15186,128.7958,114.52609,87.4604,final
01/07/2023,1,1894,Melaka,9,81.44444,50.037037,171.44444,131.93333,543.88885,573.27405,157.06595,128.85426,94.918465,final
11/07/2023,1,1894,Melaka,9,70.111115,45.72222,210.33334,140.27777,556,535.45557,148.08325,148.22182,103.80132,final
21/07/2023,1,1894,Melaka,9,60.666668,57.68889,212.22223,153.44815,541.2222,491.54816,104.7501,137.09357,110.003876,final
01/08/2023,1,1894,Melaka,9,39.444443,45.407406,170.22223,148.81851,518.44446,467.83704,88.17046,113.91492,110.702934,final
11/08/2023,1,1894,Melaka,9,101.888885,55.65185,202,158.74815,558.8889,456.3037,176.2335,126.41364,122.2381,final
21/08/2023,1,1894,Melaka,9,54.11111,68.4963,195.44444,169.55556,564,458.87408,80.42733,114.831314,122.66259,final
01/09/2023,1,1894,Melaka,9,92.44444,73.844444,248.44444,197.99258,590.11115,478.74445,123.59076,124.85404,123.021805,final
11/09/2023,1,1894,Melaka,9,33.555557,74.17778,180.11111,216.51852,592.44446,515.54443,48.69492,83.56462,114.773,final
21/09/2023,1,1894,Melaka,9,79.22222,74.9,205.22223,222.92223,612.88885,545.9259,105.40954,92.23419,112.15462,final
01/10/2023,1,1894,Melaka,9,40.11111,74.54074,152.88889,223.61852,571.55554,570.4296,56.71447,69.062164,100.19567,final
11/10/2023,1,1894,Melaka,9,64.55556,91.51852,183.88889,240.95926,566,616.22595,72.06447,76.796814,91.91503,final
21/10/2023,1,1894,Melaka,9,158.33333,109.68148,263,275.74075,663.6667,668.2185,142.42345,95.46174,99.323875,final
01/11/2023,1,1894,Melaka,9,86.44444,113.91111,309.3333,315.1111,710.6667,736.7222,76.90151,98.19506,96.48716,final
11/11/2023,1,1894,Melaka,9,79.666664,106.03333,324.44443,329.62592,688.44446,787.1037,76.25338,98.45156,87.544655,final
21/11/2023,1,1894,Melaka,9,148,101.18519,314.1111,321.12964,782.3334,819.7926,144.08789,97.84793,95.45834,final
01/12/2023,1,1894,Melaka,9,61.88889,84.5963,289.55554,291.81482,751.77783,830.54443,74.65586,99.23882,90.57302,final
11/12/2023,1,1894,Melaka,9,94.77778,79.26667,304.66666,265.04816,813.00006,835.63336,118.407166,114.6709,97.30759,final
21/12/2023,1,1894,Melaka,9,128.66667,93.844444,285.33334,257.7074,862.44446,854.57776,135.22932,110.515854,100.915184,final
01/01/2024,1,1894,Melaka,9,123.666664,73.91482,347.1111,243.45926,946.00006,847.5741,163.04498,141.71785,111.54456,final
11/01/2024,1,1894,Melaka,9,61.333332,62.774075,313.6667,229.46666,942.7778,821.5296,97.87419,135.9113,114.66955,final
21/01/2024,1,1894,Melaka,9,58.333332,76.02963,243.33333,212.71852,842.7778,790.22595,78.160706,114.061646,106.60841,final
01/02/2024,1,1894,Melaka,9,101.44444,60.72963,221.11111,199.53333,857.7778,737.7074,161.94287,110.549774,116.16658,final
11/02/2024,1,1894,Melaka,9,95.22222,60.64074,255,197.4,873.3333,689.4482,152.68295,128.4585,126.47932,final
21/02/2024,1,1894,Melaka,9,29.88889,57.477776,226.55554,178.84814,755.2223,644.93335,55.84208,125.94935,116.96926,final
01/03/2024,1,1894,Melaka,9,88.44444,64.35555,213.55556,182.47408,781.77783,625.4667,134.73247,116.57908,124.79293,final
11/03/2024,1,1894,Melaka,9,12.555555,67.422226,130.88889,189.25555,699.5556,616.1222,24.240562,69.95367,113.43269,final
21/03/2024,1,1894,Melaka,9,70.111115,105.022224,171.11111,236.8,641,628.36664,68.269035,72.833374,101.99464,final
01/04/2024,1,1894,Melaka,9,58.22222,87.91482,140.88889,260.35925,575.5556,642.36664,68.043205,54.977875,89.679565,final
11/04/2024,1,1894,Melaka,9,121.22222,83.54074,249.55557,276.47778,635.4444,663.1333,142.55835,90.4354,95.85578,final
21/04/2024,1,1894,Melaka,9,88,101.5963,267.44446,273.05185,665.1111,688.7,87.245056,97.98333,96.59955,final
01/05/2024,1,1894,Melaka,9,105.666664,69.118515,314.8889,254.25555,669.3334,697.08887,149.31042,123.38748,96.04673,final
11/05/2024,1,1894,Melaka,9,94,67.18519,287.66666,237.9,668.11115,703.6333,137.14725,120.48853,94.98723,final
21/05/2024,1,1894,Melaka,9,73.77778,65.92593,273.44443,202.22963,712,712.0815,111.0705,134.36516,99.98864,final
01/06/2024,1,1894,Melaka,9,62.333332,53.974075,230.1111,187.08519,685.88885,701.7,114.174446,122.39939,97.76268,final
11/06/2024,1,1894,Melaka,9,54.333332,37.377777,190.44444,157.27777,727.6666,671.6556,140.01048,120.43821,108.27763,final
21/06/2024,1,1894,Melaka,9,80.666664,44.51852,197.33333,135.87038,738.2222,611.15186,172.99924,143.63086,120.62322,final
01/07/2024,1,1894,Melaka,9,45.333332,50.037037,180.33333,131.93333,725.3333,573.27405,91.45357,135.34566,126.295364,final
11/07/2024,1,1894,Melaka,9,40.88889,45.72222,166.88889,140.27777,645,535.45557,90.47098,118.3174,120.268906,final
21/07/2024,1,1894,Melaka,9,13.666667,57.68889,99.888885,153.44815,570.6667,491.54816,29.776678,66.19761,115.9337,final
01/08/2024,1,1894,Melaka,9,37.77778,45.407406,92.333336,148.81851,502.77774,467.83704,84.864075,63.278038,107.38958,final
11/08/2024,1,1894,Melaka,9,46.88889,55.65185,98.333336,158.74815,455.66666,456.3037,85.55203,63.10504,99.8619,final
21/08/2024,1,1894,Melaka,9,96.333336,68.4963,181,169.55556,478.2222,458.87408,137.87543,106.556335,104.17099,final
01/09/2024,1,1894,Melaka,9,79.44444,73.844444,222.66667,197.99258,495.3333,478.74445,107.1026,112.15517,103.42926,final
11/09/2024,1,1894,Melaka,9,85.22222,74.17778,261,216.51852,526.2222,515.54443,113.94891,120.08025,102.05127,final
21/09/2024,1,1894,Melaka,9,36.555557,74.9,201.22221,222.92223,482.11108,545.9259,52.009457,90.4792,88.4168,final
01/10/2024,1,1894,Melaka,9,97.77778,74.54074,219.55556,223.61852,534.55554,570.4296,129.21402,98.222824,93.765686,final
11/10/2024,1,1894,Melaka,9,139,91.51852,273.33334,240.95926,632.6667,616.22595,149.19417,113.16238,102.64649,final
21/10/2024,1,1894,Melaka,9,56.77778,109.68148,293.55554,275.74075,675.7778,668.2185,53.86901,106.34564,101.122856,final
01/11/2024,1,1894,Melaka,9,89.55556,113.91111,285.3333,315.1111,727.55554,736.7222,79.517845,90.69767,98.76413,final
11/11/2024,1,1894,Melaka,9,134.66667,106.03333,281,329.62592,815.3333,787.1037,125.788055,85.468575,103.56388,final
21/11/2024,1,1894,Melaka,9,206.55556,101.18519,430.77777,321.12964,925.55554,819.7926,199.23264,133.62103,112.822975,final
01/12/2024,1,1894,Melaka,9,88.888885,84.5963,430.1111,291.81482,935,830.54443,104.79103,146.59346,112.5015,final
11/12/2024,1,1894,Melaka,9,38.22222,79.26667,333.6667,265.04816,888.00006,835.63336,51.292194,125.40974,106.22944,final
21/12/2024,1,1894,Melaka,9,81.111115,93.844444,208.22223,257.7074,932.55554,854.57776,87.117805,81.16339,109.07164,final
01/01/2025,1,1894,Melaka,9,77.666664,73.91482,197,243.45926,912.4445,847.5741,104.754295,81.301056,107.60877,final
11/01/2025,1,1894,Melaka,9,89.55556,62.774075,248.33333,229.46666,863.00006,821.5296,139.51582,108.04663,105.017426,final
21/01/2025,1,1894,Melaka,9,64.44444,76.02963,231.66667,212.71852,870.6667,790.22595,85.70253,108.70306,110.115456,final
01/02/2025,1,1894,Melaka,9,25.777779,60.72963,179.77777,199.53333,806.8889,737.7074,46.824818,90.341156,109.31477,final
11/02/2025,1,1894,Melaka,9,108.666664,60.64074,198.88889,197.4,780.8889,689.4482,173.16481,100.73562,113.1674,final
21/02/2025,1,1894,Melaka,9,125.111115,57.477776,259.55554,178.84814,699.44446,644.93335,208.25183,143.89894,108.387184,final
01/03/2025,1,1894,Melaka,9,63.666668,64.35555,297.44443,182.47408,674.2222,625.4667,99.006744,161.326,107.733246,final
11/03/2025,1,1894,Melaka,9,52.333332,67.422226,241.11111,189.25555,688.3333,616.1222,79.16538,126.6945,111.62591,final
21/03/2025,1,1894,Melaka,9,80.22222,105.022224,196.22223,236.8,687.44446,628.36664,77.4591,83.21845,109.32759,final
01/04/2025,1,1894,Melaka,9,167.66667,87.91482,300.22223,260.35925,777.44446,642.36664,185.8333,115.02226,120.86574,final
11/04/2025,1,1894,Melaka,9,137.88889,83.54074,385.77777,276.47778,825.77783,663.1333,161.38208,138.83076,124.343124,final
21/04/2025,1,1894,Melaka,9,101.22222,101.5963,406.77777,273.05185,862.5556,688.7,99.64907,148.09387,125.06207,final
01/05/2025,1,1894,Melaka,9,67.44444,69.118515,306.55554,254.25555,904.2222,697.08887,97.741356,120.17314,129.50244,final
11/05/2025,1,1894,Melaka,9,95,67.18519,263.66666,237.9,890.5556,703.6333,138.53258,110.60793,126.37785,final
21/05/2025,1,1894,Melaka,9,58,65.92593,220.44444,202.22963,823.44446,712.0815,88.825066,108.78967,115.53003,final
01/06/2025,1,1894,Melaka,9,57.555557,53.974075,210.55556,187.08519,817.3333,701.7,106.072975,112.21873,116.36243,final
11/06/2025,1,1894,Melaka,9,28.444445,37.377777,144,157.27777,793.44446,671.6556,78.91977,91.81787,117.99865,final
21/06/2025,1,1894,Melaka,9,15.666667,44.51852,101.666664,135.87038,728.8889,611.15186,41.73523,75.71973,119.10845,final
01/07/2025,1,1894,Melaka,9,34.11111,50.037037,78.22222,131.93333,595.3333,573.27405,71.063255,60.775723,103.814674,final
11/07/2025,1,1894,Melaka,9,26.555555,45.72222,76.333336,140.27777,484,535.45557,62.212486,55.984707,90.479225,final
21/07/2025,1,1894,Melaka,9,24.333334,57.68889,85,153.44815,407.1111,491.54816,46.79192,56.800915,82.99519,final
01/08/2025,1,1894,Melaka,9,50.22222,45.407406,101.111115,148.81851,389.8889,467.83704,109.551796,68.98462,83.5148,final
11/08/2025,1,1894,Melaka,9,67.22222,55.65185,141.77777,158.74815,362.1111,456.3037,119.07669,89.63629,79.58122,final
21/08/2025,1,1894,Melaka,9,78,68.4963,195.44444,169.55556,382.1111,458.87408,112.930855,114.831314,83.45177,final
01/09/2025,1,1894,Melaka,9,140.88889,73.844444,286.1111,197.99258,465.44446,478.74445,185.03383,143.40973,97.25062,final
11/09/2025,1,1894,Melaka,9,100.77778,74.17778,319.66666,216.51852,537.7778,515.54443,133.59529,146.56412,104.27117,final
21/09/2025,1,1894,Melaka,9,60.11111,74.9,301.77777,222.92223,582.2222,545.9259,81.49075,134.59756,106.58824,final
01/10/2025,1,1894,Melaka,9,109.666664,74.54074,270.55554,223.61852,657.7778,570.4296,144.16092,120.53072,115.179634,final
11/10/2025,1,1894,Melaka,9,99.666664,91.51852,269.44443,240.95926,730.8889,616.22595,108.442055,111.58125,118.457535,final
21/10/2025,1,1894,Melaka,9,56.22222,109.68148,265.55554,275.74075,762.7778,668.2185,53.38458,96.37202,114.045845,final
01/11/2025,1,1894,Melaka,9,76.111115,113.91111,232,315.1111,788.66675,736.7222,68.211555,74.0368,107.003235,final
11/11/2025,1,1894,Melaka,9,122.333336,106.03333,254.66669,329.62592,843.7778,787.1037,114.680275,77.5991,107.154884,final
21/11/2025,1,1894,Melaka,9,264.44446,101.18519,462.88892,321.12964,1030.2222,819.7926,253.74956,143.46715,125.51303,final
01/12/2025,1,1894,Melaka,9,36.555557,84.5963,423.33337,291.81482,925.88885,830.54443,46.380886,144.30997,111.41106,final
11/12/2025,1,1894,Melaka,9,107.44444,79.26667,408.44446,265.04816,932.55554,835.63336,133.43881,153.10028,111.52966,final
21/12/2025,1,1894,Melaka,9,89.333336,93.844444,233.33334,257.7074,961.7778,854.57776,95.43616,90.72198,112.471245,final
01/01/2026,1,1894,Melaka,9,37.333332,73.91482,234.1111,243.45926,889.44446,847.5741,53.64434,96.23755,104.91106,final
11/01/2026,1,1894,Melaka,9,27,62.774075,153.66667,229.46666,816.7778,821.5296,47.21569,67.67132,99.42509,final
21/01/2026,1,1894,Melaka,9,21.777779,76.02963,86.11111,212.71852,782.3333,790.22595,33.046894,41.84812,99.0075,final
01/02/2026,1,1894,Melaka,9,45.22222,60.72963,94,199.53333,751.44446,737.7074,76.40728,48.40287,101.849594,final
11/02/2026,1,1894,Melaka,9,161,60.64074,228,197.4,790.11115,689.4482,252.89172,115.118576,114.495384,final
21/02/2026,1,1894,Melaka,9,69.55556,57.477776,275.77777,178.84814,595.2222,644.93335,119.33132,152.72266,92.35136,final
01/03/2026,1,1894,Melaka,9,77,64.35555,307.55554,182.47408,635.6666,625.4667,118.231346,166.71935,101.617836,final
11/03/2026,1,1894,Melaka,9,83.333336,67.422226,229.88889,189.25555,611.55554,616.1222,121.969925,120.917465,99.26478,final
21/03/2026,1,1894,Melaka,9,73.44444,105.022224,233.77779,236.8,595.6666,628.36664,71.29872,98.750114,94.83711,final
01/04/2026,1,1894,Melaka,9,81.888885,87.91482,238.66666,260.35925,640.22217,642.36664,93.514565,91.825195,99.66874,prelim
11/04/2026,1,1894,Melaka,9,130.11111,83.54074,285.44446,276.47778,743.33325,663.1333,152.59767,103.18557,112.003586,prelim
21/04/2026,1,1894,Melaka,9,100.44444,101.5963,312.44446,273.05185,822,688.7,98.91942,114.16736,119.2158,forecast
01/01/2022,1,1895,Pahang,53,97.09434,42.291195,321.5849,182.57108,740.5283,639.1962,215.88445,174.11263,115.729996,final
11/01/2022,1,1895,Pahang,53,7.735849,35.206917,189.58492,150.8937,695,613.5465,31.675768,124.81897,113.168526,final
21/01/2022,1,1895,Pahang,53,13.849056,35.906918,118.679245,113.40503,625.6604,569.14716,46.07792,104.454384,109.842995,final
01/02/2022,1,1895,Pahang,53,103.56604,31.66415,125.15095,102.777985,670.7925,521.5383,296.10953,120.75837,128.3463,final
11/02/2022,1,1895,Pahang,53,65.396225,33.872326,182.81133,101.4434,691.69806,470.71823,181.096,176.44243,146.45183,final
21/02/2022,1,1895,Pahang,53,96.79245,34.131447,265.7547,99.66792,694.43396,431.7547,260.12952,258.67972,160.14343,final
01/03/2022,1,1895,Pahang,53,103.28302,44.93962,265.47168,112.9434,712.2076,398.29245,216.82787,229.32329,177.83809,final
11/03/2022,1,1895,Pahang,53,38.490566,49.16604,238.56604,128.2371,610.9622,380.57422,80.29121,182.80646,159.75192,final
21/03/2022,1,1895,Pahang,53,81.18868,67.32013,222.96228,161.42578,607.3962,374.49875,119.17661,136.97534,161.36975,final
01/04/2022,1,1895,Pahang,53,60.056602,61.374844,179.73584,177.86101,570.3585,393.5824,98.01394,101.02527,144.35121,final
11/04/2022,1,1895,Pahang,53,80.54717,57.52956,221.79245,186.22453,643.1698,415.90503,136.81076,118.60008,153.99431,final
21/04/2022,1,1895,Pahang,53,68.58491,74.038994,209.18869,192.94339,697.90564,454.0371,93.0995,108.20705,153.12611,final
01/05/2022,1,1895,Pahang,53,78.18868,61.83522,227.32077,193.40378,672.52826,484.20816,124.46832,117.09493,138.49489,final
11/05/2022,1,1895,Pahang,53,54.90566,52.604404,201.67924,188.47862,662.0377,502.94025,103.99493,106.82278,131.32208,final
21/05/2022,1,1895,Pahang,53,26.301888,63.36541,159.39624,177.80504,591.5472,532.1742,45.786148,89.92982,111.05283,final
01/06/2022,1,1895,Pahang,53,81.396225,53.401257,162.60378,169.37106,569.6604,540.63586,147.93556,96.119026,105.31939,final
11/06/2022,1,1895,Pahang,53,81.56604,39.643394,189.26416,156.41006,612.73584,531.1132,193.9056,120.35442,115.224884,final
21/06/2022,1,1895,Pahang,53,70.603775,45.450314,233.56604,138.49496,602.15094,509.2434,149.8579,166.25395,118.06683,final
01/07/2022,1,1895,Pahang,53,34.339622,66.208176,186.50943,151.30188,576.43396,514.0767,55.245937,122.52536,112.0131,final
11/07/2022,1,1895,Pahang,53,59.264153,61.375473,164.20755,173.03397,555.15094,517.9226,96.81913,95.04229,107.119286,final
21/07/2022,1,1895,Pahang,53,105.18868,63.91698,198.79245,191.50063,591.75476,507.80063,159.88612,103.710846,116.37168,final
01/08/2022,1,1895,Pahang,53,68.58491,65.99056,233.03775,191.28302,582.15094,511.956,103.654495,121.27272,113.57851,final
11/08/2022,1,1895,Pahang,53,54.339622,66.8478,228.11322,196.75534,581.5849,526.19934,82.59073,115.542534,110.426506,final
21/08/2022,1,1895,Pahang,53,84.69811,79.16352,207.62265,212.00189,639.98114,541.9975,106.576004,97.98193,117.912994,final
01/09/2022,1,1895,Pahang,53,47.622643,53.852203,186.66037,199.86353,606.2075,542.4484,89.41491,93.555145,111.64659,final
11/09/2022,1,1895,Pahang,53,54.5283,49.4761,186.84906,182.49182,579.16986,552.2811,109.27416,102.32396,104.82498,final
21/09/2022,1,1895,Pahang,53,43.09434,49.02453,145.24529,152.35283,551.6604,555.85535,89.023155,95.483055,99.252045,final
01/10/2022,1,1895,Pahang,53,104.07547,56.19245,201.69812,154.69308,621.39624,545.8396,178.24988,129.43462,113.71663,final
11/10/2022,1,1895,Pahang,53,76.66038,62.514465,223.8302,167.73145,638.7925,546.97864,120.952415,132.47743,116.63358,final
21/10/2022,1,1895,Pahang,53,169.35849,81.04151,350.09433,199.74843,702.9623,564.10315,202.6446,173.42957,124.399635,final
01/11/2022,1,1895,Pahang,53,103.81132,78.1717,349.83017,221.72768,738.18866,576.2843,130.82733,156.5006,127.85287,final
11/11/2022,1,1895,Pahang,53,139.49057,80.44717,412.66037,239.66037,823.3396,589.88367,169.0993,170.71027,139.24396,final
21/11/2022,1,1895,Pahang,53,93.90566,72.7195,337.20755,231.33836,832.5471,583.43964,127.25978,144.7956,142.33357,final
01/12/2022,1,1895,Pahang,53,66.43396,79.36981,299.8302,232.53648,851.3585,608.9572,84.66768,128.32985,139.4818,final
11/12/2022,1,1895,Pahang,53,99.81132,68.65472,260.15094,220.74402,896.64154,628.13586,142.30089,117.45646,142.40886,final
21/12/2022,1,1895,Pahang,53,24.716982,74.40692,190.96225,222.43144,878.26416,653.51825,37.423668,86.163216,134.12903,final
01/01/2023,1,1895,Pahang,53,23.679245,42.291195,148.20755,182.57108,797.8679,639.1962,60.64394,81.67973,124.63095,final
11/01/2023,1,1895,Pahang,53,24.54717,35.206917,72.9434,150.8937,745.75476,613.5465,73.487785,49.997784,121.37402,final
21/01/2023,1,1895,Pahang,53,88.471695,35.906918,136.69812,113.40503,664.8679,569.14716,228.4985,119.67238,116.671814,final
01/02/2023,1,1895,Pahang,53,106.07547,31.66415,219.09433,102.777985,667.1321,521.5383,302.9539,207.92218,127.65112,final
11/02/2023,1,1895,Pahang,53,65.28302,33.872326,259.8302,101.4434,592.9245,470.71823,180.80478,248.79909,125.68879,final
21/02/2023,1,1895,Pahang,53,62.698112,34.131447,234.05661,99.66792,561.7169,431.7547,173.00182,228.3953,129.75635,final
01/03/2023,1,1895,Pahang,53,128.77359,44.93962,256.75473,112.9434,624.05664,398.29245,267.87067,221.93251,155.98027,final
11/03/2023,1,1895,Pahang,53,28.433962,49.16604,219.90567,128.2371,552.67926,380.57422,61.72495,168.80109,144.63603,final
21/03/2023,1,1895,Pahang,53,44.698112,67.32013,201.90567,161.42578,572.6604,374.49875,68.71961,124.32308,152.21669,final
01/04/2023,1,1895,Pahang,53,59.28302,61.374844,132.4151,177.86101,608.26416,393.5824,96.848465,75.14729,153.86131,final
11/04/2023,1,1895,Pahang,53,46.433964,57.52956,150.4151,186.22453,630.15094,415.90503,82.25544,81.27362,150.90125,final
21/04/2023,1,1895,Pahang,53,46.83019,74.038994,152.54716,192.94339,588.50946,454.0371,65.57547,79.59203,129.29445,final
01/05/2023,1,1895,Pahang,53,39.11321,61.83522,132.37737,193.40378,521.5472,484.20816,66.00294,69.2413,107.63254,final
11/05/2023,1,1895,Pahang,53,46.92453,52.604404,132.86792,188.47862,503.18872,502.94025,90.13986,71.25744,100.04892,final
21/05/2023,1,1895,Pahang,53,38.792454,63.36541,124.830185,177.80504,479.28305,532.1742,64.05645,71.02112,90.15382,final
01/06/2023,1,1895,Pahang,53,47.981133,53.401257,133.69812,169.37106,398.49057,540.63586,90.71916,79.54193,73.948685,final
11/06/2023,1,1895,Pahang,53,31.018867,39.643394,117.79246,156.41006,401.07547,531.1132,80.6813,76.074844,75.74435,final
21/06/2023,1,1895,Pahang,53,54.301888,45.450314,133.30188,138.49496,410.67923,509.2434,117.54513,96.381,80.83317,final
01/07/2023,1,1895,Pahang,53,93.92453,66.208176,179.24529,151.30188,445.32074,514.0767,138.92299,117.87784,86.75418,final
11/07/2023,1,1895,Pahang,53,58.207546,61.375473,206.43396,173.03397,457.09433,517.9226,95.227264,118.76047,88.36764,final
21/07/2023,1,1895,Pahang,53,58.433964,63.91698,210.56604,191.50063,468.6981,507.80063,92.04403,109.70247,92.37471,final
01/08/2023,1,1895,Pahang,53,56.622643,65.99056,173.26416,191.28302,486.20755,511.956,86.80399,90.81996,95.01922,final
11/08/2023,1,1895,Pahang,53,105,66.8478,220.05661,196.75534,544.283,526.19934,153.10143,111.54927,103.404305,final
21/08/2023,1,1895,Pahang,53,64.35849,79.16352,225.98114,212.00189,569.84906,541.9975,82.40921,106.442,105.09171,final
01/09/2023,1,1895,Pahang,53,64.245285,53.852203,233.60378,199.86353,586.1132,542.4484,117.65963,116.46962,107.97606,final
11/09/2023,1,1895,Pahang,53,45.71698,49.4761,174.32076,182.49182,600.81134,552.2811,93.0995,95.64191,108.7084,final
21/09/2023,1,1895,Pahang,53,62.867924,49.02453,172.83018,152.35283,609.3774,555.85535,125.624275,113.013664,109.54293,final
01/10/2023,1,1895,Pahang,53,18.64151,56.19245,127.22641,154.69308,534.09436,545.8396,38.634686,82.80033,97.86776,final
11/10/2023,1,1895,Pahang,53,32.81132,62.514465,114.320755,167.73145,508.69812,546.97864,56.00477,69.078766,93.06486,final
21/10/2023,1,1895,Pahang,53,96.0566,81.04151,147.50943,199.74843,546.32074,564.10315,117.45099,74.48625,96.87537,final
01/11/2023,1,1895,Pahang,53,73.66038,78.1717,202.52829,221.72768,563.35846,576.2843,94.5759,91.53196,97.77633,final
11/11/2023,1,1895,Pahang,53,65.09434,80.44717,234.81131,239.66037,523.4528,589.88367,82.03237,98.01804,88.83297,final
21/11/2023,1,1895,Pahang,53,125.45283,72.7195,264.20755,231.33836,584.5472,583.43964,167.85083,113.907684,100.18822,final
01/12/2023,1,1895,Pahang,53,41.150944,79.36981,231.6981,232.53648,561.4528,608.9572,54.70078,99.64705,92.26259,final
11/12/2023,1,1895,Pahang,53,56.962265,68.65472,223.56604,220.74402,572.6981,628.13586,84.12531,101.2501,91.24394,final
21/12/2023,1,1895,Pahang,53,121.245285,74.40692,219.35849,222.43144,631.07544,653.51825,158.98524,98.64885,96.59193,final
01/01/2024,1,1895,Pahang,53,85.30189,42.291195,263.50943,182.57108,697.73584,639.1962,190.94862,143.15077,109.08723,final
11/01/2024,1,1895,Pahang,53,37.622643,35.206917,244.16983,150.8937,702.5471,613.5465,106.00823,159.83316,114.38867,final
21/01/2024,1,1895,Pahang,53,14.150944,35.906918,137.07547,113.40503,620.6415,569.14716,46.815907,119.99107,108.96884,final
01/02/2024,1,1895,Pahang,53,22.679245,31.66415,74.452835,102.777985,569.66034,521.5383,75.49403,73.71899,109.13932,final
11/02/2024,1,1895,Pahang,53,10.943397,33.872326,47.773586,101.4434,515.50946,470.71823,41.014774,49.579014,109.4155,final
21/02/2024,1,1895,Pahang,53,16.679245,34.131447,50.301888,99.66792,406.73584,431.7547,55.40108,52.835567,94.271645,final
01/03/2024,1,1895,Pahang,53,80.679245,44.93962,108.30189,112.9434,446.26416,398.29245,171.56566,96.06463,111.89501,final
11/03/2024,1,1895,Pahang,53,10,49.16604,107.35849,128.2371,399.30188,380.57422,27.692627,84.32973,104.857086,final
21/03/2024,1,1895,Pahang,53,42.4717,67.32013,133.15094,161.42578,320.5283,374.49875,65.64106,83.010544,85.77849,final
01/04/2024,1,1895,Pahang,53,57.679245,61.374844,110.15094,177.86101,292.90567,393.5824,94.43222,62.971844,74.7413,final
11/04/2024,1,1895,Pahang,53,92.830185,57.52956,192.98112,186.22453,348.11322,415.90503,156.4543,103.533325,83.8938,final
21/04/2024,1,1895,Pahang,53,66.64151,74.038994,217.15094,192.94339,400.6038,454.0371,90.64072,112.22952,88.359695,final
01/05/2024,1,1895,Pahang,53,113.30189,61.83522,272.7736,193.40378,491.2264,484.20816,177.00531,140.00418,101.434616,final
11/05/2024,1,1895,Pahang,53,62.679245,52.604404,242.62263,188.47862,542.9622,502.94025,117.48971,127.98449,107.87927,final
21/05/2024,1,1895,Pahang,53,67.20755,63.36541,243.18869,177.80504,593.4906,532.1742,105.62,135.76688,111.41463,final
01/06/2024,1,1895,Pahang,53,44.11321,53.401257,174,169.37106,556.9245,540.63586,84.09615,102.65465,102.98526,final
11/06/2024,1,1895,Pahang,53,59.566036,39.643394,170.8868,156.41006,606.49054,531.1132,144.62619,108.96891,114.05996,final
21/06/2024,1,1895,Pahang,53,70.962265,45.450314,174.64151,138.49496,634.98114,509.2434,150.56847,125.19012,124.45102,final
01/07/2024,1,1895,Pahang,53,57.11321,66.208176,187.64151,151.30188,634.4151,514.0767,87.22764,123.24964,123.18315,final
11/07/2024,1,1895,Pahang,53,50.962265,61.375473,179.03773,173.03397,592.54724,517.9226,84.31166,103.37226,114.27069,final
21/07/2024,1,1895,Pahang,53,18,63.91698,126.07547,191.50063,543.9057,507.80063,33.37349,66.704865,107.04075,final
01/08/2024,1,1895,Pahang,53,53.88679,65.99056,122.84906,191.28302,484.4906,511.956,82.95017,65.135056,94.687096,final
11/08/2024,1,1895,Pahang,53,87.9434,66.8478,159.8302,196.75534,509.75473,526.19934,129.36151,81.69806,96.90425,final
21/08/2024,1,1895,Pahang,53,82.26415,79.16352,224.09433,212.00189,524.8113,541.9975,103.68406,105.572495,96.85808,final
01/09/2024,1,1895,Pahang,53,60.90566,53.852203,231.1132,199.86353,541.60376,542.4484,111.98503,115.2539,99.84571,final
