state,date,division,index
Johor,1/1/2010,overall,99.4
Johor,2/1/2010,overall,99.4
Johor,3/1/2010,overall,99.4
Johor,4/1/2010,overall,99.4
Johor,5/1/2010,overall,99.6
Johor,6/1/2010,overall,99.8
Johor,7/1/2010,overall,100.1
Johor,8/1/2010,overall,100.3
Johor,9/1/2010,overall,100.3
Johor,10/1/2010,overall,100.5
Johor,11/1/2010,overall,100.8
Johor,12/1/2010,overall,101.1
Johor,1/1/2011,overall,101.7
Johor,2/1/2011,overall,102.4
Johor,3/1/2011,overall,102.3
Johor,4/1/2011,overall,102.5
Johor,5/1/2011,overall,102.8
Johor,6/1/2011,overall,103.3
Johor,7/1/2011,overall,103.6
Johor,8/1/2011,overall,103.7
Johor,9/1/2011,overall,103.9
Johor,10/1/2011,overall,104.2
Johor,11/1/2011,overall,104.2
Johor,12/1/2011,overall,104.4
Johor,1/1/2012,overall,105
Johor,2/1/2012,overall,104.7
Johor,3/1/2012,overall,104.5
Johor,4/1/2012,overall,104.5
Johor,5/1/2012,overall,104.9
Johor,6/1/2012,overall,105.1
Johor,7/1/2012,overall,105.1
Johor,8/1/2012,overall,105.4
Johor,9/1/2012,overall,105.6
Johor,10/1/2012,overall,105.6
Johor,11/1/2012,overall,105.8
Johor,12/1/2012,overall,105.9
Johor,1/1/2013,overall,106.5
Johor,2/1/2013,overall,106.7
Johor,3/1/2013,overall,106.7
Johor,4/1/2013,overall,106.6
Johor,5/1/2013,overall,106.9
Johor,6/1/2013,overall,107.1
Johor,7/1/2013,overall,107.4
Johor,8/1/2013,overall,107.6
Johor,9/1/2013,overall,108.7
Johor,10/1/2013,overall,109.3
Johor,11/1/2013,overall,109.5
Johor,12/1/2013,overall,110
Johor,1/1/2014,overall,110.5
Johor,2/1/2014,overall,110.7
Johor,3/1/2014,overall,110.8
Johor,4/1/2014,overall,110.9
Johor,5/1/2014,overall,111
Johor,6/1/2014,overall,111.2
Johor,7/1/2014,overall,111.4
Johor,8/1/2014,overall,111.8
Johor,9/1/2014,overall,112
Johor,10/1/2014,overall,112.7
Johor,11/1/2014,overall,113.4
Johor,12/1/2014,overall,113.3
Johor,1/1/2015,overall,112.2
Johor,2/1/2015,overall,111.1
Johor,3/1/2015,overall,112.3
Johor,4/1/2015,overall,113.6
Johor,5/1/2015,overall,114
Johor,6/1/2015,overall,114.9
Johor,7/1/2015,overall,115.9
Johor,8/1/2015,overall,116.3
Johor,9/1/2015,overall,115.9
Johor,10/1/2015,overall,116.5
Johor,11/1/2015,overall,117.5
Johor,12/1/2015,overall,117.6
Johor,1/1/2016,overall,117.4
Johor,2/1/2016,overall,117.2
Johor,3/1/2016,overall,116.5
Johor,4/1/2016,overall,117.1
Johor,5/1/2016,overall,117.4
Johor,6/1/2016,overall,117.6
Johor,7/1/2016,overall,118.1
Johor,8/1/2016,overall,118.5
Johor,9/1/2016,overall,118.2
Johor,10/1/2016,overall,118.5
Johor,11/1/2016,overall,119.7
Johor,12/1/2016,overall,119.7
Johor,1/1/2017,overall,121.4
Johor,2/1/2017,overall,123.2
Johor,3/1/2017,overall,123
Johor,4/1/2017,overall,122.8
Johor,5/1/2017,overall,122.3
Johor,6/1/2017,overall,122.2
Johor,7/1/2017,overall,122.1
Johor,8/1/2017,overall,123.3
Johor,9/1/2017,overall,123.7
Johor,10/1/2017,overall,123.5
Johor,11/1/2017,overall,124.3
Johor,12/1/2017,overall,124.5
Johor,1/1/2018,overall,124.9
Johor,2/1/2018,overall,125
Johor,3/1/2018,overall,124.4
Johor,4/1/2018,overall,124.4
Johor,5/1/2018,overall,124.7
Johor,6/1/2018,overall,123.1
Johor,7/1/2018,overall,123.3
Johor,8/1/2018,overall,123.6
Johor,9/1/2018,overall,124
Johor,10/1/2018,overall,124.3
Johor,11/1/2018,overall,124.7
Johor,12/1/2018,overall,124.6
Johor,1/1/2019,overall,124
Johor,2/1/2019,overall,124.3
Johor,3/1/2019,overall,124.6
Johor,4/1/2019,overall,124.7
Johor,5/1/2019,overall,125
Johor,6/1/2019,overall,125
Johor,7/1/2019,overall,125.2
Johor,8/1/2019,overall,125.3
Johor,9/1/2019,overall,125.5
Johor,10/1/2019,overall,125.7
Johor,11/1/2019,overall,125.7
Johor,12/1/2019,overall,126
Johor,1/1/2020,overall,126.2
Johor,2/1/2020,overall,126
Johor,3/1/2020,overall,124.3
Johor,4/1/2020,overall,120.5
Johor,5/1/2020,overall,120.8
Johor,6/1/2020,overall,122.3
Johor,7/1/2020,overall,123.1
Johor,8/1/2020,overall,123.2
Johor,9/1/2020,overall,123.1
Johor,10/1/2020,overall,123.1
Johor,11/1/2020,overall,123
Johor,12/1/2020,overall,123.5
Johor,1/1/2021,overall,125.2
Johor,2/1/2021,overall,125.7
Johor,3/1/2021,overall,126.2
Johor,4/1/2021,overall,126.4
Johor,5/1/2021,overall,126.3
Johor,6/1/2021,overall,126.5
Johor,7/1/2021,overall,125.7
Johor,8/1/2021,overall,125.7
Johor,9/1/2021,overall,126
Johor,10/1/2021,overall,126.9
Johor,11/1/2021,overall,127.3
Johor,12/1/2021,overall,127.7
Johor,1/1/2022,overall,128
Johor,2/1/2022,overall,128.1
Johor,3/1/2022,overall,128.7
Johor,4/1/2022,overall,129
Johor,5/1/2022,overall,130
Johor,6/1/2022,overall,131.2
Johor,7/1/2022,overall,131.6
Johor,8/1/2022,overall,131.8
Johor,9/1/2022,overall,131.9
Johor,10/1/2022,overall,131.9
Johor,11/1/2022,overall,132.6
Johor,12/1/2022,overall,132.7
Johor,1/1/2023,overall,132.9
Johor,2/1/2023,overall,133.4
Johor,3/1/2023,overall,133.4
Johor,4/1/2023,overall,133.3
Johor,5/1/2023,overall,133.5
Johor,6/1/2023,overall,133.7
Johor,7/1/2023,overall,133.8
Johor,8/1/2023,overall,134.1
Johor,9/1/2023,overall,134.2
Johor,10/1/2023,overall,134.2
Johor,11/1/2023,overall,134.3
Johor,12/1/2023,overall,134.6
Johor,1/1/2024,overall,134.9
Johor,2/1/2024,overall,135.4
Johor,3/1/2024,overall,135.4
Johor,4/1/2024,overall,135.4
Johor,5/1/2024,overall,136
Johor,6/1/2024,overall,136.4
Johor,7/1/2024,overall,136.4
Johor,8/1/2024,overall,136.5
Johor,9/1/2024,overall,136.6
Johor,10/1/2024,overall,136.8
Johor,11/1/2024,overall,136.8
Johor,12/1/2024,overall,137
Johor,1/1/2025,overall,137.4
Johor,2/1/2025,overall,138.3
Johor,3/1/2025,overall,138.2
Johor,4/1/2025,overall,138.4
Johor,5/1/2025,overall,138.4
Johor,6/1/2025,overall,138.5
Johor,7/1/2025,overall,138.9
Johor,8/1/2025,overall,139.2
Johor,9/1/2025,overall,139.4
Johor,10/1/2025,overall,139.4
Johor,11/1/2025,overall,139.4
Johor,12/1/2025,overall,140.1
Johor,1/1/2026,overall,140.3
Johor,2/1/2026,overall,140.6
Johor,3/1/2026,overall,140.9
Kedah,1/1/2010,overall,99.6
Kedah,2/1/2010,overall,99.5
Kedah,3/1/2010,overall,99.3
Kedah,4/1/2010,overall,99.3
Kedah,5/1/2010,overall,99.5
Kedah,6/1/2010,overall,99.7
Kedah,7/1/2010,overall,99.9
Kedah,8/1/2010,overall,100.2
Kedah,9/1/2010,overall,100.1
Kedah,10/1/2010,overall,100.6
Kedah,11/1/2010,overall,101
Kedah,12/1/2010,overall,101.3
Kedah,1/1/2011,overall,101.8
Kedah,2/1/2011,overall,102.3
Kedah,3/1/2011,overall,102.4
Kedah,4/1/2011,overall,102.6
Kedah,5/1/2011,overall,102.9
Kedah,6/1/2011,overall,103.1
Kedah,7/1/2011,overall,103.3
Kedah,8/1/2011,overall,103.4
Kedah,9/1/2011,overall,103.7
Kedah,10/1/2011,overall,104
Kedah,11/1/2011,overall,104.1
Kedah,12/1/2011,overall,104.2
Kedah,1/1/2012,overall,104.6
Kedah,2/1/2012,overall,104.5
Kedah,3/1/2012,overall,104.3
Kedah,4/1/2012,overall,104.4
Kedah,5/1/2012,overall,104.8
Kedah,6/1/2012,overall,105
Kedah,7/1/2012,overall,104.9
Kedah,8/1/2012,overall,105
Kedah,9/1/2012,overall,105.3
Kedah,10/1/2012,overall,105.7
Kedah,11/1/2012,overall,105.6
Kedah,12/1/2012,overall,105.6
Kedah,1/1/2013,overall,106.3
Kedah,2/1/2013,overall,106.3
Kedah,3/1/2013,overall,106.4
Kedah,4/1/2013,overall,106.5
Kedah,5/1/2013,overall,106.7
Kedah,6/1/2013,overall,106.8
Kedah,7/1/2013,overall,107.1
Kedah,8/1/2013,overall,107.2
Kedah,9/1/2013,overall,108.3
Kedah,10/1/2013,overall,108.7
Kedah,11/1/2013,overall,108.7
Kedah,12/1/2013,overall,109.1
Kedah,1/1/2014,overall,109.7
Kedah,2/1/2014,overall,110
Kedah,3/1/2014,overall,110.2
Kedah,4/1/2014,overall,110.1
Kedah,5/1/2014,overall,110
Kedah,6/1/2014,overall,110.1
Kedah,7/1/2014,overall,110.3
Kedah,8/1/2014,overall,110.4
Kedah,9/1/2014,overall,110.6
Kedah,10/1/2014,overall,111.4
Kedah,11/1/2014,overall,111.7
Kedah,12/1/2014,overall,111.6
Kedah,1/1/2015,overall,110.4
Kedah,2/1/2015,overall,109.6
Kedah,3/1/2015,overall,110.7
Kedah,4/1/2015,overall,111.5
Kedah,5/1/2015,overall,112.2
Kedah,6/1/2015,overall,112.8
Kedah,7/1/2015,overall,113.7
Kedah,8/1/2015,overall,113.5
Kedah,9/1/2015,overall,113.4
Kedah,10/1/2015,overall,113.9
Kedah,11/1/2015,overall,114.2
Kedah,12/1/2015,overall,114.1
Kedah,1/1/2016,overall,114
Kedah,2/1/2016,overall,113.6
Kedah,3/1/2016,overall,113
Kedah,4/1/2016,overall,113.5
Kedah,5/1/2016,overall,113.7
Kedah,6/1/2016,overall,114
Kedah,7/1/2016,overall,114.4
Kedah,8/1/2016,overall,114.8
Kedah,9/1/2016,overall,114.5
Kedah,10/1/2016,overall,114.9
Kedah,11/1/2016,overall,115.8
Kedah,12/1/2016,overall,116
Kedah,1/1/2017,overall,117.6
Kedah,2/1/2017,overall,119.1
Kedah,3/1/2017,overall,119
Kedah,4/1/2017,overall,118.6
Kedah,5/1/2017,overall,118.3
Kedah,6/1/2017,overall,118.1
Kedah,7/1/2017,overall,118
Kedah,8/1/2017,overall,119.1
Kedah,9/1/2017,overall,119.5
Kedah,10/1/2017,overall,119.2
Kedah,11/1/2017,overall,119.9
Kedah,12/1/2017,overall,120
Kedah,1/1/2018,overall,114.3
Kedah,2/1/2018,overall,114.5
Kedah,3/1/2018,overall,113.9
Kedah,4/1/2018,overall,119.8
Kedah,5/1/2018,overall,119.8
Kedah,6/1/2018,overall,118.5
Kedah,7/1/2018,overall,118.5
Kedah,8/1/2018,overall,118.7
Kedah,9/1/2018,overall,118.9
Kedah,10/1/2018,overall,119.1
Kedah,11/1/2018,overall,119.1
Kedah,12/1/2018,overall,119.3
Kedah,1/1/2019,overall,118.5
Kedah,2/1/2019,overall,118.8
Kedah,3/1/2019,overall,119.2
Kedah,4/1/2019,overall,119.1
Kedah,5/1/2019,overall,119.4
Kedah,6/1/2019,overall,119.4
Kedah,7/1/2019,overall,119.5
Kedah,8/1/2019,overall,119.8
Kedah,9/1/2019,overall,119.8
Kedah,10/1/2019,overall,120
Kedah,11/1/2019,overall,120
Kedah,12/1/2019,overall,120.2
Kedah,1/1/2020,overall,120.2
Kedah,2/1/2020,overall,120.1
Kedah,3/1/2020,overall,118.5
Kedah,4/1/2020,overall,114.6
Kedah,5/1/2020,overall,115
Kedah,6/1/2020,overall,116.4
Kedah,7/1/2020,overall,117.2
Kedah,8/1/2020,overall,117.3
Kedah,9/1/2020,overall,117.3
Kedah,10/1/2020,overall,117.2
Kedah,11/1/2020,overall,116.9
Kedah,12/1/2020,overall,117.6
Kedah,1/1/2021,overall,119.3
Kedah,2/1/2021,overall,119.8
Kedah,3/1/2021,overall,120.3
Kedah,4/1/2021,overall,120.5
Kedah,5/1/2021,overall,120.5
Kedah,6/1/2021,overall,120.5
Kedah,7/1/2021,overall,119.7
Kedah,8/1/2021,overall,119.8
Kedah,9/1/2021,overall,119.9
Kedah,10/1/2021,overall,120.9
Kedah,11/1/2021,overall,121.2
Kedah,12/1/2021,overall,121.9
Kedah,1/1/2022,overall,122.1
Kedah,2/1/2022,overall,122.4
Kedah,3/1/2022,overall,122.6
Kedah,4/1/2022,overall,122.8
Kedah,5/1/2022,overall,123.1
Kedah,6/1/2022,overall,123.6
Kedah,7/1/2022,overall,123.9
Kedah,8/1/2022,overall,123.9
Kedah,9/1/2022,overall,124
Kedah,10/1/2022,overall,124.2
Kedah,11/1/2022,overall,124.5
Kedah,12/1/2022,overall,124.6
Kedah,1/1/2023,overall,124.8
Kedah,2/1/2023,overall,125.2
Kedah,3/1/2023,overall,125.2
Kedah,4/1/2023,overall,125.3
Kedah,5/1/2023,overall,125.5
Kedah,6/1/2023,overall,125.6
Kedah,7/1/2023,overall,125.7
Kedah,8/1/2023,overall,125.7
Kedah,9/1/2023,overall,125.8
Kedah,10/1/2023,overall,125.8
Kedah,11/1/2023,overall,126
Kedah,12/1/2023,overall,126.2
Kedah,1/1/2024,overall,126.4
Kedah,2/1/2024,overall,126.3
Kedah,3/1/2024,overall,127
Kedah,4/1/2024,overall,127
Kedah,5/1/2024,overall,127.3
Kedah,6/1/2024,overall,127.4
Kedah,7/1/2024,overall,127.5
Kedah,8/1/2024,overall,127.5
Kedah,9/1/2024,overall,127.5
Kedah,10/1/2024,overall,127.6
Kedah,11/1/2024,overall,127.5
Kedah,12/1/2024,overall,127.4
Kedah,1/1/2025,overall,127.6
Kedah,2/1/2025,overall,127.9
Kedah,3/1/2025,overall,127.8
Kedah,4/1/2025,overall,128.1
Kedah,5/1/2025,overall,128
Kedah,6/1/2025,overall,128.2
Kedah,7/1/2025,overall,128
Kedah,8/1/2025,overall,128.2
Kedah,9/1/2025,overall,128.6
Kedah,10/1/2025,overall,128.3
Kedah,11/1/2025,overall,128.4
Kedah,12/1/2025,overall,128.8
Kedah,1/1/2026,overall,129.1
Kedah,2/1/2026,overall,129.6
Kedah,3/1/2026,overall,130.2
Kelantan,1/1/2010,overall,99.1
Kelantan,2/1/2010,overall,99
Kelantan,3/1/2010,overall,99
Kelantan,4/1/2010,overall,99.2
Kelantan,5/1/2010,overall,99.4
Kelantan,6/1/2010,overall,99.7
Kelantan,7/1/2010,overall,100
Kelantan,8/1/2010,overall,100.5
Kelantan,9/1/2010,overall,100.6
Kelantan,10/1/2010,overall,100.7
Kelantan,11/1/2010,overall,101.2
Kelantan,12/1/2010,overall,101.7
Kelantan,1/1/2011,overall,102.4
Kelantan,2/1/2011,overall,102.6
Kelantan,3/1/2011,overall,102.8
Kelantan,4/1/2011,overall,103.3
Kelantan,5/1/2011,overall,103.8
Kelantan,6/1/2011,overall,104.1
Kelantan,7/1/2011,overall,104.3
Kelantan,8/1/2011,overall,104.6
Kelantan,9/1/2011,overall,104.7
Kelantan,10/1/2011,overall,104.8
Kelantan,11/1/2011,overall,104.8
Kelantan,12/1/2011,overall,105.1
Kelantan,1/1/2012,overall,105.6
Kelantan,2/1/2012,overall,105.3
Kelantan,3/1/2012,overall,105.2
Kelantan,4/1/2012,overall,105.1
Kelantan,5/1/2012,overall,105.5
Kelantan,6/1/2012,overall,106
Kelantan,7/1/2012,overall,105.8
Kelantan,8/1/2012,overall,106.1
Kelantan,9/1/2012,overall,106
Kelantan,10/1/2012,overall,105.9
Kelantan,11/1/2012,overall,106
Kelantan,12/1/2012,overall,106.1
Kelantan,1/1/2013,overall,106.6
Kelantan,2/1/2013,overall,106.8
Kelantan,3/1/2013,overall,106.8
Kelantan,4/1/2013,overall,106.9
Kelantan,5/1/2013,overall,107.3
Kelantan,6/1/2013,overall,107.8
Kelantan,7/1/2013,overall,108.3
Kelantan,8/1/2013,overall,108.3
Kelantan,9/1/2013,overall,109
Kelantan,10/1/2013,overall,109.4
Kelantan,11/1/2013,overall,109.7
Kelantan,12/1/2013,overall,110.2
Kelantan,1/1/2014,overall,110.6
Kelantan,2/1/2014,overall,110.8
Kelantan,3/1/2014,overall,110.9
Kelantan,4/1/2014,overall,110.9
Kelantan,5/1/2014,overall,111.1
Kelantan,6/1/2014,overall,111.3
Kelantan,7/1/2014,overall,111.8
Kelantan,8/1/2014,overall,111.8
Kelantan,9/1/2014,overall,111.8
Kelantan,10/1/2014,overall,112.5
Kelantan,11/1/2014,overall,112.8
Kelantan,12/1/2014,overall,113.1
Kelantan,1/1/2015,overall,111.8
Kelantan,2/1/2015,overall,110.8
Kelantan,3/1/2015,overall,111.6
Kelantan,4/1/2015,overall,112.8
Kelantan,5/1/2015,overall,113.2
Kelantan,6/1/2015,overall,113.9
Kelantan,7/1/2015,overall,115.3
Kelantan,8/1/2015,overall,114.6
Kelantan,9/1/2015,overall,114.1
Kelantan,10/1/2015,overall,114.5
Kelantan,11/1/2015,overall,115.2
Kelantan,12/1/2015,overall,115.1
Kelantan,1/1/2016,overall,114.9411586
Kelantan,2/1/2016,overall,114.9206072
Kelantan,3/1/2016,overall,114.0276411
Kelantan,4/1/2016,overall,114.2933533
Kelantan,5/1/2016,overall,114.6502473
Kelantan,6/1/2016,overall,115.3195732
Kelantan,7/1/2016,overall,115.7977163
Kelantan,8/1/2016,overall,115.8116332
Kelantan,9/1/2016,overall,115.4960456
Kelantan,10/1/2016,overall,115.477677
Kelantan,11/1/2016,overall,116.7160589
Kelantan,12/1/2016,overall,116.8075059
Kelantan,1/1/2017,overall,118.3168508
Kelantan,2/1/2017,overall,119.5377567
Kelantan,3/1/2017,overall,119.2583908
Kelantan,4/1/2017,overall,118.7249218
Kelantan,5/1/2017,overall,118.6601173
Kelantan,6/1/2017,overall,118.6424938
Kelantan,7/1/2017,overall,118.6794998
Kelantan,8/1/2017,overall,119.6753613
Kelantan,9/1/2017,overall,119.779674
Kelantan,10/1/2017,overall,119.6082526
Kelantan,11/1/2017,overall,120.2658818
Kelantan,12/1/2017,overall,120.4999938
Kelantan,1/1/2018,overall,120.8721999
Kelantan,2/1/2018,overall,120.7808357
Kelantan,3/1/2018,overall,120.1941267
Kelantan,4/1/2018,overall,120.0008512
Kelantan,5/1/2018,overall,120.4008692
Kelantan,6/1/2018,overall,119.3910123
Kelantan,7/1/2018,overall,119.5233408
Kelantan,8/1/2018,overall,119.5822961
Kelantan,9/1/2018,overall,119.7600727
Kelantan,10/1/2018,overall,119.7862562
Kelantan,11/1/2018,overall,120.1723832
Kelantan,12/1/2018,overall,120.5298691
Kelantan,1/1/2019,overall,120
Kelantan,2/1/2019,overall,120
Kelantan,3/1/2019,overall,120
Kelantan,4/1/2019,overall,119.9
Kelantan,5/1/2019,overall,120.7
Kelantan,6/1/2019,overall,120.8
Kelantan,7/1/2019,overall,120.8
Kelantan,8/1/2019,overall,121
Kelantan,9/1/2019,overall,120.8
Kelantan,10/1/2019,overall,120.8
Kelantan,11/1/2019,overall,120.7
Kelantan,12/1/2019,overall,121.1
Kelantan,1/1/2020,overall,121.2
Kelantan,2/1/2020,overall,121.1
Kelantan,3/1/2020,overall,119.5
Kelantan,4/1/2020,overall,115.9
Kelantan,5/1/2020,overall,116.2
Kelantan,6/1/2020,overall,117.9
Kelantan,7/1/2020,overall,118.9
Kelantan,8/1/2020,overall,118.9
Kelantan,9/1/2020,overall,118.8
Kelantan,10/1/2020,overall,118.8
Kelantan,11/1/2020,overall,118.6
Kelantan,12/1/2020,overall,119.6
Kelantan,1/1/2021,overall,121.4
Kelantan,2/1/2021,overall,121.9
Kelantan,3/1/2021,overall,122.2
Kelantan,4/1/2021,overall,122.5
Kelantan,5/1/2021,overall,122.7
Kelantan,6/1/2021,overall,122.7
Kelantan,7/1/2021,overall,121.8
Kelantan,8/1/2021,overall,121.8
Kelantan,9/1/2021,overall,122.1
Kelantan,10/1/2021,overall,123.1
Kelantan,11/1/2021,overall,123.4
Kelantan,12/1/2021,overall,124.1
Kelantan,1/1/2022,overall,124.3
Kelantan,2/1/2022,overall,124.5
Kelantan,3/1/2022,overall,124.8
Kelantan,4/1/2022,overall,125
Kelantan,5/1/2022,overall,125.6
Kelantan,6/1/2022,overall,126.2
Kelantan,7/1/2022,overall,126.4
Kelantan,8/1/2022,overall,126.3
Kelantan,9/1/2022,overall,126.5
Kelantan,10/1/2022,overall,126.7
Kelantan,11/1/2022,overall,127
Kelantan,12/1/2022,overall,127.2
Kelantan,1/1/2023,overall,127.4
Kelantan,2/1/2023,overall,127.6
Kelantan,3/1/2023,overall,127.8
Kelantan,4/1/2023,overall,127.9
Kelantan,5/1/2023,overall,127.9
Kelantan,6/1/2023,overall,128
Kelantan,7/1/2023,overall,128.2
Kelantan,8/1/2023,overall,128.2
Kelantan,9/1/2023,overall,128.2
Kelantan,10/1/2023,overall,128.3
Kelantan,11/1/2023,overall,128.1
Kelantan,12/1/2023,overall,128.4
Kelantan,1/1/2024,overall,128.6
Kelantan,2/1/2024,overall,129.2
Kelantan,3/1/2024,overall,129.2
Kelantan,4/1/2024,overall,129.2
Kelantan,5/1/2024,overall,129.4
Kelantan,6/1/2024,overall,129.6
Kelantan,7/1/2024,overall,129.5
Kelantan,8/1/2024,overall,129.4
Kelantan,9/1/2024,overall,129.3
Kelantan,10/1/2024,overall,129.5
Kelantan,11/1/2024,overall,129.3
Kelantan,12/1/2024,overall,129.3
Kelantan,1/1/2025,overall,129.6
Kelantan,2/1/2025,overall,129.8
Kelantan,3/1/2025,overall,129.8
Kelantan,4/1/2025,overall,129.9
Kelantan,5/1/2025,overall,129.8
Kelantan,6/1/2025,overall,129.8
Kelantan,7/1/2025,overall,129.5
Kelantan,8/1/2025,overall,129.5
Kelantan,9/1/2025,overall,130
Kelantan,10/1/2025,overall,129.6
Kelantan,11/1/2025,overall,129.6
Kelantan,12/1/2025,overall,129.9
Kelantan,1/1/2026,overall,130
Kelantan,2/1/2026,overall,130.1
Kelantan,3/1/2026,overall,130.7
Melaka,1/1/2010,overall,99.5
Melaka,2/1/2010,overall,99.5
Melaka,3/1/2010,overall,99.4
Melaka,4/1/2010,overall,99.4
Melaka,5/1/2010,overall,99.6
Melaka,6/1/2010,overall,99.7
Melaka,7/1/2010,overall,100.1
Melaka,8/1/2010,overall,100.3
Melaka,9/1/2010,overall,100.3
Melaka,10/1/2010,overall,100.4
Melaka,11/1/2010,overall,100.6
Melaka,12/1/2010,overall,101.1
Melaka,1/1/2011,overall,101.8
Melaka,2/1/2011,overall,102.3
Melaka,3/1/2011,overall,102.2
Melaka,4/1/2011,overall,102.4
Melaka,5/1/2011,overall,102.5
Melaka,6/1/2011,overall,102.8
Melaka,7/1/2011,overall,103
Melaka,8/1/2011,overall,103
Melaka,9/1/2011,overall,103.4
Melaka,10/1/2011,overall,103.6
Melaka,11/1/2011,overall,103.9
Melaka,12/1/2011,overall,104.1
Melaka,1/1/2012,overall,104.4
Melaka,2/1/2012,overall,104.2
Melaka,3/1/2012,overall,104.2
Melaka,4/1/2012,overall,104.2
Melaka,5/1/2012,overall,104.6
Melaka,6/1/2012,overall,104.7
Melaka,7/1/2012,overall,104.8
Melaka,8/1/2012,overall,105
Melaka,9/1/2012,overall,105.2
Melaka,10/1/2012,overall,105.3
Melaka,11/1/2012,overall,105.2
Melaka,12/1/2012,overall,105.3
Melaka,1/1/2013,overall,105.8
Melaka,2/1/2013,overall,105.8
Melaka,3/1/2013,overall,105.8
Melaka,4/1/2013,overall,105.9
Melaka,5/1/2013,overall,106.2
Melaka,6/1/2013,overall,106.3
Melaka,7/1/2013,overall,106.5
Melaka,8/1/2013,overall,106.6
Melaka,9/1/2013,overall,107.8
Melaka,10/1/2013,overall,107.9
Melaka,11/1/2013,overall,108.3
Melaka,12/1/2013,overall,108.6
Melaka,1/1/2014,overall,109.2
Melaka,2/1/2014,overall,109.5
Melaka,3/1/2014,overall,109.7
Melaka,4/1/2014,overall,109.6
Melaka,5/1/2014,overall,109.8
Melaka,6/1/2014,overall,109.9
Melaka,7/1/2014,overall,110
Melaka,8/1/2014,overall,110.3
Melaka,9/1/2014,overall,110.4
Melaka,10/1/2014,overall,111
Melaka,11/1/2014,overall,111.6
Melaka,12/1/2014,overall,111.5
Melaka,1/1/2015,overall,110.4
Melaka,2/1/2015,overall,109.8
Melaka,3/1/2015,overall,110.8
Melaka,4/1/2015,overall,111.4
Melaka,5/1/2015,overall,111.7
Melaka,6/1/2015,overall,112.6
Melaka,7/1/2015,overall,113.5
Melaka,8/1/2015,overall,113.2
Melaka,9/1/2015,overall,113.3
Melaka,10/1/2015,overall,113.6
Melaka,11/1/2015,overall,114.3
Melaka,12/1/2015,overall,114.2
Melaka,1/1/2016,overall,114.1
Melaka,2/1/2016,overall,114.1
Melaka,3/1/2016,overall,113.4
Melaka,4/1/2016,overall,113.9
Melaka,5/1/2016,overall,114.1
Melaka,6/1/2016,overall,114.3
Melaka,7/1/2016,overall,114.7
Melaka,8/1/2016,overall,115
Melaka,9/1/2016,overall,114.6
Melaka,10/1/2016,overall,115
Melaka,11/1/2016,overall,116.2
Melaka,12/1/2016,overall,116.4
Melaka,1/1/2017,overall,117.8
Melaka,2/1/2017,overall,119.4
Melaka,3/1/2017,overall,119.2
Melaka,4/1/2017,overall,119.1
Melaka,5/1/2017,overall,118.9
Melaka,6/1/2017,overall,118.7
Melaka,7/1/2017,overall,118.6
Melaka,8/1/2017,overall,119.6
Melaka,9/1/2017,overall,120.1
Melaka,10/1/2017,overall,119.8
Melaka,11/1/2017,overall,120.7
Melaka,12/1/2017,overall,121
Melaka,1/1/2018,overall,121.3
Melaka,2/1/2018,overall,121.5
Melaka,3/1/2018,overall,121
Melaka,4/1/2018,overall,120.8
Melaka,5/1/2018,overall,120.9
Melaka,6/1/2018,overall,118.9
Melaka,7/1/2018,overall,119.2
Melaka,8/1/2018,overall,119.3
Melaka,9/1/2018,overall,119.6
Melaka,10/1/2018,overall,119.9
Melaka,11/1/2018,overall,120.2
Melaka,12/1/2018,overall,120.4
Melaka,1/1/2019,overall,119.7
Melaka,2/1/2019,overall,119.9
Melaka,3/1/2019,overall,120.2
Melaka,4/1/2019,overall,120
Melaka,5/1/2019,overall,120.3
Melaka,6/1/2019,overall,120.2
Melaka,7/1/2019,overall,120.4
Melaka,8/1/2019,overall,120.6
Melaka,9/1/2019,overall,120.6
Melaka,10/1/2019,overall,120.7
Melaka,11/1/2019,overall,120.8
Melaka,12/1/2019,overall,120.8
Melaka,1/1/2020,overall,120.8
Melaka,2/1/2020,overall,120.6
Melaka,3/1/2020,overall,119.1
Melaka,4/1/2020,overall,115.7
Melaka,5/1/2020,overall,116
Melaka,6/1/2020,overall,117.1
Melaka,7/1/2020,overall,117.8
Melaka,8/1/2020,overall,117.9
Melaka,9/1/2020,overall,117.9
Melaka,10/1/2020,overall,117.9
Melaka,11/1/2020,overall,117.7
Melaka,12/1/2020,overall,118.4
Melaka,1/1/2021,overall,120.1
Melaka,2/1/2021,overall,120.3
Melaka,3/1/2021,overall,120.6
Melaka,4/1/2021,overall,120.8
Melaka,5/1/2021,overall,120.8
Melaka,6/1/2021,overall,120.9
Melaka,7/1/2021,overall,120.2
Melaka,8/1/2021,overall,120.2
Melaka,9/1/2021,overall,120.6
Melaka,10/1/2021,overall,121.6
Melaka,11/1/2021,overall,122
Melaka,12/1/2021,overall,122.2
Melaka,1/1/2022,overall,122.5
Melaka,2/1/2022,overall,122.7
Melaka,3/1/2022,overall,122.9
Melaka,4/1/2022,overall,123
Melaka,5/1/2022,overall,123.3
Melaka,6/1/2022,overall,123.9
Melaka,7/1/2022,overall,124.6
Melaka,8/1/2022,overall,124.8
Melaka,9/1/2022,overall,125.1
Melaka,10/1/2022,overall,125.5
Melaka,11/1/2022,overall,125.8
