state,date,crop_type,planted_area,production
Labuan,01/01/2020,flower,8.1,88383
Labuan,01/01/2021,flower,8.4,93395
Labuan,01/01/2022,flower,8.4,94235
Labuan,01/01/2017,fruits,175.6,343.9
Labuan,01/01/2018,fruits,168.9,404
Labuan,01/01/2019,fruits,139.1,394.7
Labuan,01/01/2020,fruits,73.6,372.5
Labuan,01/01/2021,fruits,74.9,336.5
Labuan,01/01/2022,fruits,187.8,451.8
Labuan,01/01/2017,herbs,0,0
Labuan,01/01/2018,herbs,0,0
Labuan,01/01/2019,herbs,0,0
Labuan,01/01/2020,herbs,0,0
Labuan,01/01/2021,herbs,0,0
Labuan,01/01/2022,herbs,0,0
Labuan,01/01/2017,industrial_crops,152.5,630.1
Labuan,01/01/2018,industrial_crops,158.6,519.2
Labuan,01/01/2019,industrial_crops,129.5,488.4
Labuan,01/01/2020,industrial_crops,91.5,411.3
Labuan,01/01/2021,industrial_crops,91.4,436.5
Labuan,01/01/2022,industrial_crops,72.2,408.4
Labuan,01/01/2017,paddy,0,0
Labuan,01/01/2018,paddy,0,0
Labuan,01/01/2019,paddy,0,0
Labuan,01/01/2020,paddy,0,0
Labuan,01/01/2021,paddy,0,0
Labuan,01/01/2022,paddy,0,0
Labuan,01/01/2017,spices,3.9,5.8
Labuan,01/01/2018,spices,1.4,8.2
Labuan,01/01/2019,spices,1.4,11.3
Labuan,01/01/2020,spices,0.5,8.4
Labuan,01/01/2021,spices,0,0
Labuan,01/01/2022,spices,0,0
Labuan,01/01/2017,vegetables,77.8,316.2
Labuan,01/01/2018,vegetables,72.5,333.4
Labuan,01/01/2019,vegetables,57.1,334
Labuan,01/01/2020,vegetables,26.9,358.9
Labuan,01/01/2021,vegetables,65.1,462.2
Labuan,01/01/2022,vegetables,73.4,340.8
