date,division,inflation_yoy,inflation_mom
4/1/2009,5,4.4,0.1
5/1/2009,5,4.2,0
6/1/2009,5,3.5,0.1
7/1/2009,5,2.4,-0.1
8/1/2009,5,1.9,0.1
9/1/2009,5,1.7,0
10/1/2009,5,1.5,0.2
11/1/2009,5,1.4,0.1
12/1/2009,5,1.2,-0.1
1/1/2010,5,0.8,0.2
2/1/2010,5,0.5,-0.1
3/1/2010,5,0.6,0.1
4/1/2010,5,0.5,0
5/1/2010,5,-0.4,-0.9
6/1/2010,5,0.3,0.8
7/1/2010,5,0.6,0.2
8/1/2010,5,0.4,-0.1
9/1/2010,5,0.5,0.1
10/1/2010,5,0.3,0
11/1/2010,5,0.2,0
12/1/2010,5,0.2,-0.1
1/1/2011,5,1,1
2/1/2011,5,1.2,0.1
3/1/2011,5,1.1,0
4/1/2011,5,1.2,0.1
5/1/2011,5,2.3,0.2
6/1/2011,5,1.7,0.2
7/1/2011,5,2,0.5
8/1/2011,5,2.1,0
9/1/2011,5,2.2,0.2
10/1/2011,5,2.2,0
11/1/2011,5,2.3,0.1
12/1/2011,5,2.5,0.1
1/1/2012,5,1.9,0.4
2/1/2012,5,2.2,0.4
3/1/2012,5,2.4,0.2
4/1/2012,5,2.4,0.1
5/1/2012,5,2.3,0.1
6/1/2012,5,2.2,0.1
7/1/2012,5,1.7,0
8/1/2012,5,1.9,0.2
9/1/2012,5,2,0.3
10/1/2012,5,1.9,-0.1
11/1/2012,5,1.8,0
12/1/2012,5,1.6,-0.1
1/1/2013,5,1.7,0.5
2/1/2013,5,1.5,0.3
3/1/2013,5,1.7,0.4
4/1/2013,5,1.7,0.1
5/1/2013,5,1.5,-0.1
6/1/2013,5,1.6,0.2
7/1/2013,5,1.6,0
8/1/2013,5,1.4,0
9/1/2013,5,1.3,0.2
10/1/2013,5,1.4,0
11/1/2013,5,1.6,0.2
12/1/2013,5,1.6,-0.1
1/1/2014,5,1.6,0.5
2/1/2014,5,1.5,0.2
3/1/2014,5,1.1,0
4/1/2014,5,1,0
5/1/2014,5,1.2,0.1
6/1/2014,5,1,0
7/1/2014,5,0.8,-0.3
8/1/2014,5,1.1,0.4
9/1/2014,5,0.9,0
10/1/2014,5,0.9,-0.1
11/1/2014,5,0.8,0.1
12/1/2014,5,0.6,-0.3
1/1/2015,5,0.5,0.4
2/1/2015,5,0.1,-0.2
3/1/2015,5,0.2,0.1
4/1/2015,5,2.3,2.2
5/1/2015,5,2.6,0.4
6/1/2015,5,3.2,0.5
7/1/2015,5,3.9,0.4
8/1/2015,5,3.7,0.3
9/1/2015,5,3.7,0
10/1/2015,5,3.8,-0.1
11/1/2015,5,3.8,0.2
12/1/2015,5,4.2,0.1
1/1/2016,5,4.1,0.3
2/1/2016,5,4.7,0.4
3/1/2016,5,4.7,0.1
4/1/2016,5,2.6,0.1
5/1/2016,5,2.2,0
6/1/2016,5,1.7,0.1
7/1/2016,5,1.5,0.2
8/1/2016,5,1.3,0
9/1/2016,5,1.3,0
10/1/2016,5,1.5,0.2
11/1/2016,5,1.4,0.1
12/1/2016,5,1.4,0.1
1/1/2017,5,1.5,0.4
2/1/2017,5,1.5,0.4
3/1/2017,5,1.5,0.1
4/1/2017,5,1.9,0.4
5/1/2017,5,2.1,0.3
6/1/2017,5,2.1,0
7/1/2017,5,2.6,0.7
8/1/2017,5,2.7,0.1
9/1/2017,5,2.8,0.1
10/1/2017,5,2.6,0
11/1/2017,5,2.5,0
12/1/2017,5,2.4,0
1/1/2018,5,2.6,0.5
2/1/2018,5,2.1,-0.1
3/1/2018,5,2.1,0.1
4/1/2018,5,1.8,0.1
5/1/2018,5,1.5,0
6/1/2018,5,-1,-2.4
7/1/2018,5,-1.7,0
8/1/2018,5,-1.7,0.1
9/1/2018,5,-0.8,1
10/1/2018,5,-0.3,0.4
11/1/2018,5,-0.1,0.3
12/1/2018,5,0.1,0.2
1/1/2019,5,-0.3,0.2
2/1/2019,5,0.1,0.3
3/1/2019,5,0.3,0.3
4/1/2019,5,0.2,0
5/1/2019,5,0.5,0.3
6/1/2019,5,3.1,0.1
7/1/2019,5,3.3,0.2
8/1/2019,5,3.2,0
9/1/2019,5,2.1,-0.1
10/1/2019,5,1.7,0
11/1/2019,5,1.5,0.1
12/1/2019,5,1.4,0.1
1/1/2020,5,1.2,0
2/1/2020,5,1,0.1
3/1/2020,5,0.8,0
4/1/2020,5,0.3,-0.4
5/1/2020,5,-0.2,-0.2
6/1/2020,5,-0.2,0.1
7/1/2020,5,-0.1,0.3
8/1/2020,5,-0.1,0
9/1/2020,5,0.1,0.1
10/1/2020,5,0.1,0
11/1/2020,5,-0.1,-0.1
12/1/2020,5,-0.1,0.1
1/1/2021,5,0.2,0.3
2/1/2021,5,0.3,0.2
3/1/2021,5,0.9,0.6
4/1/2021,5,1.6,0.3
5/1/2021,5,2.1,0.3
6/1/2021,5,2,0
7/1/2021,5,1.7,0
8/1/2021,5,1.7,0
9/1/2021,5,1.7,0.1
10/1/2021,5,2.1,0.4
11/1/2021,5,2.6,0.3
12/1/2021,5,2.7,0.3
1/1/2022,5,3.1,0.6
2/1/2022,5,3.2,0.2
3/1/2022,5,3,0.4
4/1/2022,5,2.7,0.1
5/1/2022,5,2.9,0.5
6/1/2022,5,3.4,0.4
7/1/2022,5,4,0.6
8/1/2022,5,4.3,0.3
9/1/2022,5,4.4,0.2
10/1/2022,5,4.1,0.2
11/1/2022,5,3.8,0.1
12/1/2022,5,3.7,0.1
1/1/2023,5,3.5,0.4
2/1/2023,5,3.4,0.2
3/1/2023,5,3.1,0.2
4/1/2023,5,3,0
5/1/2023,5,2.7,0.2
6/1/2023,5,2.3,0
7/1/2023,5,1.9,0.2
8/1/2023,5,1.7,0.2
9/1/2023,5,1.5,0
10/1/2023,5,1.4,0.1
11/1/2023,5,1.4,0.1
12/1/2023,5,1.4,0
1/1/2024,5,1,0
2/1/2024,5,0.9,0.1
3/1/2024,5,0.9,0.2
4/1/2024,5,1,0.1
5/1/2024,5,0.8,0
6/1/2024,5,0.9,0.1
7/1/2024,5,0.9,0.2
8/1/2024,5,0.7,0
9/1/2024,5,0.6,-0.1
10/1/2024,5,0.5,-0.1
11/1/2024,5,0.5,0.1
12/1/2024,5,0.4,-0.1
1/1/2025,5,0.5,0.1
2/1/2025,5,0.3,-0.1
3/1/2025,5,0.2,0.1
4/1/2025,5,0.1,-0.1
5/1/2025,5,0.2,0.1
6/1/2025,5,0.1,0
7/1/2025,5,0.1,0.2
8/1/2025,5,0.2,0.1
9/1/2025,5,0.2,0
10/1/2025,5,0.3,0
11/1/2025,5,0.2,0
12/1/2025,5,0.3,0
1/1/2026,5,0.2,-0.1
2/1/2026,5,0.2,0
3/1/2026,5,0.1,-0.1
2/1/2000,6,,0.1
3/1/2000,6,,0
4/1/2000,6,,0.2
5/1/2000,6,,0.1
6/1/2000,6,,0.1
7/1/2000,6,,0.2
8/1/2000,6,,0.2
9/1/2000,6,,0
10/1/2000,6,,0.1
11/1/2000,6,,0.2
12/1/2000,6,,0.1
1/1/2001,6,2.3,0.7
2/1/2001,6,2.4,0.2
3/1/2001,6,2.7,0.2
4/1/2001,6,2.9,0.5
5/1/2001,6,2.9,0.1
6/1/2001,6,2.9,0.1
7/1/2001,6,3,0.4
8/1/2001,6,3,0.2
9/1/2001,6,3.3,0.2
10/1/2001,6,3.3,0.1
11/1/2001,6,3,0
12/1/2001,6,3,0.1
1/1/2002,6,2.5,0.2
2/1/2002,6,2.5,0.2
3/1/2002,6,2.6,0.3
4/1/2002,6,2.3,0.1
5/1/2002,6,2.5,0.3
6/1/2002,6,2.6,0.2
7/1/2002,6,2.4,0.1
8/1/2002,6,2.4,0.2
9/1/2002,6,2.2,0.1
10/1/2002,6,2.1,0
11/1/2002,6,2.2,0.1
12/1/2002,6,2.2,0.1
1/1/2003,6,2.3,0.3
2/1/2003,6,2.1,0
3/1/2003,6,2,0.2
4/1/2003,6,2.1,0.2
5/1/2003,6,1.8,0.1
6/1/2003,6,1.6,0
7/1/2003,6,1.6,0.1
8/1/2003,6,1.5,0.1
9/1/2003,6,1.4,0
10/1/2003,6,1.6,0.2
11/1/2003,6,1.5,0
12/1/2003,6,1.5,0.1
1/1/2004,6,1.4,0.2
2/1/2004,6,1.5,0.1
3/1/2004,6,1.3,0
4/1/2004,6,1.1,0.1
5/1/2004,6,1.2,0.2
6/1/2004,6,1.4,0.1
7/1/2004,6,1.4,0.1
8/1/2004,6,1.2,0
9/1/2004,6,1.5,0.2
10/1/2004,6,1.5,0.2
11/1/2004,6,1.5,0
12/1/2004,6,1.4,0
1/1/2005,6,1.4,0.2
2/1/2005,6,1.2,0
3/1/2005,6,1.3,0.1
4/1/2005,6,1.3,0.1
5/1/2005,6,1.2,0.1
6/1/2005,6,1.2,0.1
7/1/2005,6,1.9,0.8
8/1/2005,6,2.7,0.8
9/1/2005,6,2.6,0.1
10/1/2005,6,2.3,0
11/1/2005,6,2.7,0.3
12/1/2005,6,2.6,-0.1
1/1/2006,6,2.6,0.2
2/1/2006,6,2.8,0.2
3/1/2006,6,2.7,0
4/1/2006,6,2.7,0.1
5/1/2006,6,2.8,0.2
6/1/2006,6,2.7,0
7/1/2006,6,2.2,0.3
8/1/2006,6,1.5,0.1
9/1/2006,6,1.6,0.2
10/1/2006,6,1.6,0
11/1/2006,6,1.5,0.2
12/1/2006,6,1.7,0.1
1/1/2007,6,1.6,0.1
2/1/2007,6,1.5,0.1
3/1/2007,6,1.5,0
4/1/2007,6,1.6,0.2
5/1/2007,6,1.5,0.1
6/1/2007,6,1.6,0.1
7/1/2007,6,1.4,0.1
8/1/2007,6,1.3,0
9/1/2007,6,1.4,0.3
10/1/2007,6,1.5,0.1
11/1/2007,6,1.4,0.1
12/1/2007,6,1.5,0.2
1/1/2008,6,1.8,0.4
2/1/2008,6,1.8,0.1
3/1/2008,6,1.9,0.1
4/1/2008,6,1.9,0.2
5/1/2008,6,2,0.2
6/1/2008,6,2.1,0.2
7/1/2008,6,2.3,0.3
8/1/2008,6,2.5,0.2
9/1/2008,6,2.3,0.1
10/1/2008,6,2.5,0.3
11/1/2008,6,2.8,0.4
12/1/2008,6,2.6,0
1/1/2009,6,2.5,0.3
2/1/2009,6,2.6,0.2
3/1/2009,6,2.5,0
4/1/2009,6,2.4,0.1
5/1/2009,6,2.5,0.3
6/1/2009,6,2.5,0.2
7/1/2009,6,2.3,0.1
8/1/2009,6,2.2,0.1
9/1/2009,6,2.2,0.1
10/1/2009,6,1.9,0
11/1/2009,6,1.6,0.2
12/1/2009,6,1.5,-0.1
1/1/2010,6,1.5,0.3
2/1/2010,6,1.3,0
3/1/2010,6,1.2,-0.1
4/1/2010,6,1.5,0.4
5/1/2010,6,1.3,0.1
6/1/2010,6,1.3,0.2
7/1/2010,6,1.3,0.1
8/1/2010,6,1.3,0.1
9/1/2010,6,1.4,0.2
10/1/2010,6,1.5,0.1
11/1/2010,6,1.4,0.1
12/1/2010,6,1.7,0.2
1/1/2011,6,2.1,0.7
2/1/2011,6,2.7,0.6
3/1/2011,6,2.7,-0.1
4/1/2011,6,2.5,0.2
5/1/2011,6,2.6,0.2
6/1/2011,6,2.5,0.1
7/1/2011,6,2.7,0.3
8/1/2011,6,2.9,0.3
9/1/2011,6,3,0.3
10/1/2011,6,3.1,0.2
11/1/2011,6,3,0
12/1/2011,6,2.8,0
1/1/2012,6,2.4,0.3
2/1/2012,6,2,0.2
3/1/2012,6,2.2,0.1
4/1/2012,6,2.2,0.2
5/1/2012,6,2.1,0.1
6/1/2012,6,2,0.1
7/1/2012,6,1.9,0.2
8/1/2012,6,1.7,0.1
9/1/2012,6,1.9,0.5
10/1/2012,6,1.8,0.1
11/1/2012,6,2,0.2
12/1/2012,6,2.1,0.1
1/1/2013,6,2,0.2
2/1/2013,6,1.9,0.1
3/1/2013,6,1.9,0.1
4/1/2013,6,2.1,0.4
5/1/2013,6,2.2,0.2
6/1/2013,6,1.9,-0.2
7/1/2013,6,1.8,0.1
8/1/2013,6,1.9,0.2
9/1/2013,6,1.7,0.3
10/1/2013,6,1.7,0.1
11/1/2013,6,1.8,0.3
12/1/2013,6,1.9,0.2
1/1/2014,6,2.1,0.4
2/1/2014,6,2.2,0.2
3/1/2014,6,2.3,0.2
4/1/2014,6,2.3,0.5
5/1/2014,6,2.4,0.3
6/1/2014,6,3.1,0.5
7/1/2014,6,3.3,0.3
8/1/2014,6,3.3,0.2
9/1/2014,6,3.4,0.4
10/1/2014,6,3.4,0.1
11/1/2014,6,3.4,0.4
12/1/2014,6,3.3,0.1
1/1/2015,6,3.2,0.3
2/1/2015,6,3.4,0.4
3/1/2015,6,3.6,0.4
4/1/2015,6,5,1.9
5/1/2015,6,5,0.3
6/1/2015,6,5,0.4
7/1/2015,6,4.8,0.1
8/1/2015,6,4.7,0.1
9/1/2015,6,4.6,0.3
10/1/2015,6,4.7,0.2
11/1/2015,6,4.4,0.1
12/1/2015,6,4.6,0.3
1/1/2016,6,4.6,0.3
2/1/2016,6,4.5,0.3
3/1/2016,6,4.2,0
4/1/2016,6,2.2,-0.1
5/1/2016,6,2,0.1
6/1/2016,6,2,0.4
7/1/2016,6,2,0.1
8/1/2016,6,2.2,0.3
9/1/2016,6,2.2,0.3
10/1/2016,6,2.3,0.3
11/1/2016,6,2.5,0.3
12/1/2016,6,2.4,0.2
1/1/2017,6,2.5,0.3
2/1/2017,6,2.4,0.3
3/1/2017,6,2.6,0.2
4/1/2017,6,2.8,0.2
5/1/2017,6,2.9,0.2
6/1/2017,6,2.6,0.2
7/1/2017,6,2.9,0.3
8/1/2017,6,2.7,0.1
9/1/2017,6,2.5,0.2
10/1/2017,6,2.4,0.1
11/1/2017,6,2.2,0.1
12/1/2017,6,2.3,0.2
1/1/2018,6,2.3,0.3
2/1/2018,6,2.1,0.1
3/1/2018,6,2,0.1
4/1/2018,6,2.1,0.2
5/1/2018,6,1.9,0
6/1/2018,6,0.3,-1.4
7/1/2018,6,0,0
8/1/2018,6,0,0.1
9/1/2018,6,-0.2,0
10/1/2018,6,-0.2,0
11/1/2018,6,-0.2,0.2
12/1/2018,6,-0.4,0
1/1/2019,6,-0.5,0.2
2/1/2019,6,-0.4,0.2
3/1/2019,6,-0.2,0.2
4/1/2019,6,-0.3,0.2
5/1/2019,6,-0.3,0
6/1/2019,6,1.2,0.2
7/1/2019,6,1.3,0.1
8/1/2019,6,1.4,0.2
9/1/2019,6,1.3,-0.1
10/1/2019,6,1.4,0.1
11/1/2019,6,1.4,0.2
12/1/2019,6,1.4,0
1/1/2020,6,1.4,0.2
2/1/2020,6,1.3,0.1
3/1/2020,6,1.4,0.3
4/1/2020,6,1.2,0
5/1/2020,6,1.2,0
6/1/2020,6,1.1,0.1
7/1/2020,6,1.1,0.1
8/1/2020,6,1.1,0.1
9/1/2020,6,1.1,0
10/1/2020,6,1.1,0.1
11/1/2020,6,1,0
12/1/2020,6,1,0
1/1/2021,6,0.7,0
2/1/2021,6,0.7,0.1
3/1/2021,6,0.5,0.1
4/1/2021,6,0.5,0
5/1/2021,6,0.6,0.1
6/1/2021,6,0.5,0
7/1/2021,6,0.4,0
8/1/2021,6,0.3,0
9/1/2021,6,0.3,0
10/1/2021,6,0.2,0
11/1/2021,6,0.2,0
12/1/2021,6,0.2,0
1/1/2022,6,0.3,0.1
2/1/2022,6,0.5,0.2
3/1/2022,6,0.2,-0.2
4/1/2022,6,0.2,0.1
5/1/2022,6,0.4,0.2
6/1/2022,6,0.6,0.2
7/1/2022,6,0.8,0.2
8/1/2022,6,0.9,0.1
9/1/2022,6,1,0.1
10/1/2022,6,1,0.1
11/1/2022,6,1.4,0.3
12/1/2022,6,1.3,-0.1
1/1/2023,6,1.6,0.4
2/1/2023,6,1.8,0.5
3/1/2023,6,2.2,0.1
4/1/2023,6,2.1,0
5/1/2023,6,1.9,0.1
6/1/2023,6,2,0.2
7/1/2023,6,2,0.2
8/1/2023,6,2.4,0.5
9/1/2023,6,2.2,-0.1
10/1/2023,6,2.4,0.2
11/1/2023,6,2.3,0.2
12/1/2023,6,2.5,0.2
1/1/2024,6,2.4,0.2
2/1/2024,6,2.2,0.3
3/1/2024,6,2.1,0
4/1/2024,6,2.3,0.2
5/1/2024,6,2.2,0
6/1/2024,6,1.8,-0.2
7/1/2024,6,1.9,0.3
8/1/2024,6,1.6,0.2
9/1/2024,6,1.6,-0.1
10/1/2024,6,1.4,0.1
11/1/2024,6,1.2,0
12/1/2024,6,1.1,0.1
1/1/2025,6,1.2,0.3
2/1/2025,6,1,0.2
3/1/2025,6,1,0
4/1/2025,6,0.9,0.1
5/1/2025,6,1.1,0.2
6/1/2025,6,1.2,0
7/1/2025,6,1.2,0.3
8/1/2025,6,1.1,0.1
9/1/2025,6,1.3,0.1
10/1/2025,6,1.5,0.2
11/1/2025,6,1.5,0
12/1/2025,6,1.5,0.2
1/1/2026,6,1.4,0.2
2/1/2026,6,1.2,0
3/1/2026,6,1.4,0.2
2/1/2000,7,,0.1
3/1/2000,7,,0.1
4/1/2000,7,,0
5/1/2000,7,,0.1
6/1/2000,7,,0
7/1/2000,7,,0.3
8/1/2000,7,,0.4
9/1/2000,7,,0
10/1/2000,7,,2.3
11/1/2000,7,,0
12/1/2000,7,,0
1/1/2001,7,3.9,0.4
2/1/2001,7,4.1,0.4
3/1/2001,7,4.1,0.1
4/1/2001,7,4.3,0.1
5/1/2001,7,4.1,0
6/1/2001,7,4.1,0
7/1/2001,7,3.8,0
8/1/2001,7,3.7,0.3
9/1/2001,7,3.7,0
10/1/2001,7,1.3,0
11/1/2001,7,3.6,2.2
12/1/2001,7,3.5,-0.1
1/1/2002,7,3.2,0.1
2/1/2002,7,2.8,0
3/1/2002,7,7.7,4.9
4/1/2002,7,7.5,0
5/1/2002,7,7.9,0.4
6/1/2002,7,7.9,0
7/1/2002,7,7.9,0
8/1/2002,7,7.6,0
9/1/2002,7,7.5,-0.1
10/1/2002,7,7.5,0
11/1/2002,7,5.4,0.2
12/1/2002,7,5.4,-0.1
1/1/2003,7,5.4,0.1
2/1/2003,7,5.4,0
3/1/2003,7,0.7,0.2
4/1/2003,7,1.5,0.7
5/1/2003,7,1.1,0
6/1/2003,7,1.1,0
7/1/2003,7,1,-0.1
8/1/2003,7,1,0
9/1/2003,7,1,-0.1
10/1/2003,7,0.9,-0.1
11/1/2003,7,0.6,0
12/1/2003,7,0.7,0
1/1/2004,7,0.6,0
2/1/2004,7,0.7,0.1
3/1/2004,7,0.5,0
4/1/2004,7,-0.2,0
5/1/2004,7,0.2,0.5
6/1/2004,7,0.2,0
7/1/2004,7,0.4,0
8/1/2004,7,0.5,0.1
9/1/2004,7,0.6,0
10/1/2004,7,1.7,1
11/1/2004,7,1.7,0
12/1/2004,7,1.7,0
1/1/2005,7,1.9,0.2
2/1/2005,7,1.9,0.1
3/1/2005,7,2.1,0.1
4/1/2005,7,2.1,0
5/1/2005,7,5.7,4
6/1/2005,7,5.7,0
7/1/2005,7,5.9,0.2
8/1/2005,7,9.3,3.3
9/1/2005,7,9.3,0
10/1/2005,7,8.2,0
11/1/2005,7,8.4,0.1
12/1/2005,7,8.4,0
1/1/2006,7,8.2,0.1
2/1/2006,7,8.1,0
3/1/2006,7,17.9,9.2
4/1/2006,7,17,-0.8
5/1/2006,7,12.4,0
6/1/2006,7,12.4,0
7/1/2006,7,12.2,0
8/1/2006,7,8.7,0.1
9/1/2006,7,8.8,0.1
10/1/2006,7,8.8,0
11/1/2006,7,8.7,0
12/1/2006,7,8.7,0
1/1/2007,7,9.2,0.6
2/1/2007,7,9.2,0
3/1/2007,7,0.2,0.2
4/1/2007,7,1,0
5/1/2007,7,1,0
6/1/2007,7,1.2,0.2
7/1/2007,7,1.2,0
8/1/2007,7,1.1,0
9/1/2007,7,1.1,0.1
10/1/2007,7,1.1,0
11/1/2007,7,1.2,0.1
12/1/2007,7,1.3,0.1
1/1/2008,7,1,0.3
2/1/2008,7,1,0
3/1/2008,7,0.8,0
4/1/2008,7,0.8,0
5/1/2008,7,0.9,0.1
6/1/2008,7,19.7,18.8
7/1/2008,7,22.7,2.5
8/1/2008,7,21.9,-0.7
9/1/2008,7,18.1,-3
10/1/2008,7,13.8,-3.6
11/1/2008,7,6.1,-6.7
12/1/2008,7,-0.3,-5.9
1/1/2009,7,-2.1,-1.5
2/1/2009,7,-2.1,0
3/1/2009,7,-2.1,0
4/1/2009,7,-2.3,-0.2
5/1/2009,7,-2.6,-0.2
6/1/2009,7,-18,0
7/1/2009,7,-20,0.1
8/1/2009,7,-19.3,0.1
9/1/2009,7,-16.3,0.7
10/1/2009,7,-13.2,-0.1
11/1/2009,7,-6.8,0.2
12/1/2009,7,-0.9,0
1/1/2010,7,0.7,0.1
2/1/2010,7,0.8,0.1
3/1/2010,7,0.8,0
4/1/2010,7,1,0
5/1/2010,7,1.2,0
6/1/2010,7,1.3,0.1
7/1/2010,7,2,0.8
8/1/2010,7,2.9,0.9
9/1/2010,7,2.1,0
10/1/2010,7,2.2,0
11/1/2010,7,2.2,0.2
12/1/2010,7,4.1,1.9
1/1/2011,7,4.3,0.3
2/1/2011,7,4.5,0.3
3/1/2011,7,4.6,0.1
4/1/2011,7,5.3,0.6
5/1/2011,7,6,0.7
6/1/2011,7,5.8,-0.1
7/1/2011,7,4.8,-0.1
8/1/2011,7,4,0.1
9/1/2011,7,3.9,-0.1
10/1/2011,7,4,0.1
11/1/2011,7,3.9,0.1
12/1/2011,7,1.9,0
1/1/2012,7,1.6,0
2/1/2012,7,1.4,0
3/1/2012,7,1.3,0
4/1/2012,7,1,0.3
5/1/2012,7,0.4,0.1
6/1/2012,7,0.2,-0.3
7/1/2012,7,-0.2,-0.5
8/1/2012,7,0,0.3
9/1/2012,7,0.9,0.8
10/1/2012,7,0.8,0
11/1/2012,7,0.8,0.1
12/1/2012,7,0.4,-0.4
1/1/2013,7,0.4,0
2/1/2013,7,0.4,0
3/1/2013,7,1,0.6
4/1/2013,7,0.6,-0.1
5/1/2013,7,0.4,-0.1
6/1/2013,7,0.3,-0.4
7/1/2013,7,0.9,0.1
8/1/2013,7,0.6,0
9/1/2013,7,4.6,4.8
10/1/2013,7,4.9,0.3
11/1/2013,7,4.9,0.1
12/1/2013,7,5,-0.3
1/1/2014,7,5.3,0.3
2/1/2014,7,5.5,0.2
3/1/2014,7,5.1,0.2
4/1/2014,7,5.3,0.1
5/1/2014,7,5.5,0.1
6/1/2014,7,5.5,-0.4
7/1/2014,7,5.4,0
8/1/2014,7,5.5,0.1
9/1/2014,7,0.5,-0.2
10/1/2014,7,5.3,5.1
11/1/2014,7,5,-0.2
12/1/2014,7,4,-1.3
1/1/2015,7,-6,-9.4
2/1/2015,7,-11.8,-6
3/1/2015,7,-4.9,8
4/1/2015,7,-4.8,0.3
5/1/2015,7,-4.7,0.2
6/1/2015,7,-1.4,3
7/1/2015,7,1.6,3.1
8/1/2015,7,-1.2,-2.7
9/1/2015,7,-3.8,-2.8
10/1/2015,7,-5.7,3
11/1/2015,7,-5.2,0.4
12/1/2015,7,-6.2,-2.3
1/1/2016,7,0.6,-2.9
2/1/2016,7,3.6,-3.1
3/1/2016,7,-8.2,-4.3
4/1/2016,7,-5.5,3.3
5/1/2016,7,-5.6,0
6/1/2016,7,-8.5,-0.1
7/1/2016,7,-9.9,1.5
8/1/2016,7,-6.7,0.8
9/1/2016,7,-5.5,-1.6
10/1/2016,7,-5.5,3.1
11/1/2016,7,-1.5,4.5
12/1/2016,7,-0.6,-1.4
1/1/2017,7,8.3,5.9
2/1/2017,7,17.9,5.5
3/1/2017,7,23,-0.3
4/1/2017,7,16.7,-1.9
5/1/2017,7,13.1,-3.2
6/1/2017,7,10.5,-2.4
7/1/2017,7,7.7,-1.1
8/1/2017,7,11.7,4.6
9/1/2017,7,15.8,2
10/1/2017,7,12.1,-0.2
11/1/2017,7,10.8,3.3
12/1/2017,7,11.5,-0.7
1/1/2018,7,5.7,0.4
2/1/2018,7,-0.3,-0.6
3/1/2018,7,-1.5,-1.4
4/1/2018,7,0.4,0
5/1/2018,7,3.8,0.1
6/1/2018,7,5.5,-0.8
7/1/2018,7,6.7,0
8/1/2018,7,2.1,0.1
9/1/2018,7,0.3,0.3
10/1/2018,7,0.8,0.3
11/1/2018,7,-2.3,0.1
12/1/2018,7,-2,-0.4
1/1/2019,7,-7.8,-5.5
2/1/2019,7,-6.8,0.5
3/1/2019,7,-3,2.6
4/1/2019,7,-2.6,0.4
5/1/2019,7,-2.5,0.2
6/1/2019,7,-2.1,-0.3
7/1/2019,7,-1.9,0.2
8/1/2019,7,-2.1,-0.1
9/1/2019,7,-2.2,0.1
10/1/2019,7,-2.3,0.2
11/1/2019,7,-2.4,0
12/1/2019,7,-1.9,0.1
1/1/2020,7,3.9,0.1
2/1/2020,7,2.4,-1
3/1/2020,7,-8.9,-8.7
4/1/2020,7,-21.5,-13.5
5/1/2020,7,-20.8,1
6/1/2020,7,-14.3,7.8
7/1/2020,7,-10.3,4.9
8/1/2020,7,-9.9,0.4
9/1/2020,7,-9.9,0
10/1/2020,7,-10.2,-0.1
11/1/2020,7,-11.1,-1
12/1/2020,7,-8.4,3
1/1/2021,7,-5.1,3.7
2/1/2021,7,-2,2.3
3/1/2021,7,9.8,2.3
4/1/2021,7,27,0.1
5/1/2021,7,26,0.2
6/1/2021,7,16.6,-0.2
7/1/2021,7,11.6,0.3
8/1/2021,7,11,-0.1
9/1/2021,7,11,0
10/1/2021,7,11.3,0.2
11/1/2021,7,12.7,0.3
12/1/2021,7,9.5,0.1
1/1/2022,7,6,0.4
2/1/2022,7,3.9,0.2
3/1/2022,7,2.6,1.1
4/1/2022,7,3,0.4
5/1/2022,7,3.9,1.1
6/1/2022,7,5.4,1.3
7/1/2022,7,5.6,0.5
8/1/2022,7,5.2,-0.4
9/1/2022,7,5.3,0.1
10/1/2022,7,5.2,0.1
11/1/2022,7,5,0
12/1/2022,7,4.9,0.1
1/1/2023,7,4,-0.5
2/1/2023,7,3.7,-0.1
3/1/2023,7,2.4,-0.2
4/1/2023,7,2.3,0.3
5/1/2023,7,1,-0.2
6/1/2023,7,0,0.2
7/1/2023,7,-0.4,0.1
8/1/2023,7,0,0
9/1/2023,7,-0.1,0
10/1/2023,7,0,0.2
11/1/2023,7,0.1,0.1
12/1/2023,7,0.3,0.3
1/1/2024,7,0.7,-0.1
2/1/2024,7,1.2,0.4
3/1/2024,7,1.2,-0.2
4/1/2024,7,0.8,-0.1
5/1/2024,7,0.9,-0.1
6/1/2024,7,1.2,0.5
7/1/2024,7,1.2,0.2
8/1/2024,7,1.3,0.1
9/1/2024,7,1.1,-0.2
10/1/2024,7,0.7,-0.2
11/1/2024,7,0.4,-0.2
12/1/2024,7,0.4,0.3
1/1/2025,7,0.9,0.4
2/1/2025,7,0.7,0.2
3/1/2025,7,0.7,-0.2
4/1/2025,7,0.7,0
5/1/2025,7,0.7,-0.2
6/1/2025,7,0.3,0.2
7/1/2025,7,0.4,0.2
8/1/2025,7,0.2,-0.1
9/1/2025,7,0.7,0.2
10/1/2025,7,-0.1,-0.9
11/1/2025,7,0.2,0
12/1/2025,7,0.1,0.2
1/1/2026,7,-0.7,-0.4
2/1/2026,7,-0.7,0.2
3/1/2026,7,1.6,2.1
2/1/2000,8,,
3/1/2000,8,,
4/1/2000,8,,
5/1/2000,8,,
6/1/2000,8,,
7/1/2000,8,,
8/1/2000,8,,
9/1/2000,8,,
10/1/2000,8,,
11/1/2000,8,,
12/1/2000,8,,
1/1/2001,8,,
2/1/2001,8,,
3/1/2001,8,,
4/1/2001,8,,
5/1/2001,8,,
6/1/2001,8,,
7/1/2001,8,,
8/1/2001,8,,
9/1/2001,8,,
10/1/2001,8,,
11/1/2001,8,,
